artist,song,component,feature,loading,retained
Broken Crank,Red To Blue,bark_pc_06,bark_side_07,0.0247270785132,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_08,-0.0184101797454,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_09,-0.125559120057,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_10,-0.126301760206,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_11,-0.140578828227,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_12,-0.143666889882,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_13,-0.109485875641,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_14,-0.097159554227,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_15,-0.0526376432467,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_16,-0.00395543313786,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_17,0.0670388863348,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_18,0.114575274206,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_19,0.279162890565,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_20,0.2103414005,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_21,0.0135777873635,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_22,-0.171802357055,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_23,-0.136396650533,false
Broken Crank,Red To Blue,bark_pc_06,bark_side_24,-0.0300939591085,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_01,-0.194085587119,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_02,0.43974042869,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_03,0.452805506237,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_04,0.158522477079,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_05,-0.406666396899,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_06,0.208394697177,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_07,-0.0866168613287,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_08,0.0102961076349,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_09,0.0243301964515,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_10,-0.0540957968446,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_11,-0.110416913972,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_12,-0.0557416081816,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_13,-0.0584714925504,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_14,0.0149829364022,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_15,0.138587137596,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_16,0.0771083191782,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_17,0.044410107241,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_18,0.0947621425786,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_19,-0.0668136182976,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_20,-0.013955339836,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_21,0.00997829624809,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_22,-0.0151589423357,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_23,-0.00501471291382,false
Broken Crank,Red To Blue,bark_pc_07,bark_mid_24,0.155287824208,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_01,0.0740484457944,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_02,0.0128608013351,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_03,0.0237657142656,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_04,0.0193876832662,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_05,-0.0249192399052,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_06,-0.0540563279996,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_07,-0.106223919478,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_08,-0.0914967694312,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_09,-0.122515658726,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_10,-0.102059977498,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_11,-0.105515415332,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_12,-0.0730525092497,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_13,-0.00979977711757,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_14,0.0247585077159,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_15,0.0805188589653,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_16,0.0708344955206,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_17,0.0760228712841,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_18,-0.0220188108631,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_19,-0.186053930067,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_20,-0.165899637764,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_21,-0.163595396327,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_22,-0.144603389267,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_23,0.0392439054883,false
Broken Crank,Red To Blue,bark_pc_07,bark_side_24,0.182152129885,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_01,0.363786393002,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_02,-0.171078326225,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_03,-0.0355908018617,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_04,0.023429572284,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_05,-0.334330031055,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_06,0.322437288711,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_07,0.187818902236,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_08,-0.029501409657,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_09,-0.0781515845843,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_10,0.0811107030801,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_11,-0.057039743816,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_12,-0.158337316526,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_13,-0.0912997975698,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_14,-0.087228292301,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_15,0.154292812016,false
Broken Crank,Red To Blue,bark_pc_08,bark_mid_16,0.22002971369,false
