,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[995],55.362,1.768,52.29,58.854,0.024,0.026,5526.0,3486.0,1.0
mu[996],59.919,1.599,56.799,62.785,0.019,0.029,7441.0,2958.0,1.0
mu[997],59.827,1.749,56.422,62.944,0.022,0.027,6609.0,3319.0,1.0
mu[998],56.164,1.642,53.151,59.326,0.019,0.028,7692.0,3220.0,1.0
mu[999],56.403,1.67,53.195,59.519,0.019,0.027,7813.0,3275.0,1.0
mu[1000],60.158,1.631,57.161,63.275,0.018,0.027,7995.0,3302.0,1.0
mu[1001],60.066,1.804,56.718,63.384,0.021,0.028,6828.0,3346.0,1.0
mu[1002],59.641,1.768,56.25,62.761,0.021,0.027,6842.0,3511.0,1.0
mu[1003],55.978,1.662,52.877,59.046,0.019,0.028,7909.0,2966.0,1.0
mu[1004],59.733,1.617,56.632,62.605,0.018,0.028,7759.0,2620.0,1.0
mu[1005],60.098,1.598,57.254,63.197,0.018,0.027,7929.0,2905.0,1.0
mu[1006],59.089,1.626,56.17,62.283,0.019,0.028,7038.0,2629.0,1.0
mu[1007],61.102,1.613,57.914,63.934,0.019,0.027,7120.0,2366.0,1.0
mu[1008],57.029,1.624,54.052,60.169,0.022,0.026,5495.0,2726.0,1.0
mu[1009],58.039,1.596,55.053,61.101,0.02,0.025,6225.0,3174.0,1.0
mu[1010],59.043,1.609,55.943,62.025,0.022,0.026,5531.0,2732.0,1.0
mu[1011],63.508,1.603,60.548,66.551,0.019,0.029,6940.0,2715.0,1.0
mu[1012],61.494,1.618,58.428,64.516,0.019,0.029,7044.0,2688.0,1.0
mu[1013],62.504,1.589,59.59,65.605,0.018,0.028,7738.0,2909.0,1.0
mu[1014],61.733,1.655,58.765,64.932,0.019,0.029,7526.0,2484.0,1.0
mu[1015],62.743,1.621,59.79,65.874,0.018,0.027,8387.0,3010.0,1.0
mu[1016],63.747,1.643,60.799,66.941,0.019,0.028,7591.0,2668.0,1.0
mu[1017],61.309,1.627,58.239,64.361,0.019,0.027,7525.0,2672.0,1.0
mu[1018],63.322,1.614,60.237,66.265,0.019,0.027,7552.0,2600.0,1.0
mu[1019],62.318,1.606,59.369,65.331,0.018,0.027,8397.0,2565.0,1.0
mu[1020],59.768,1.655,56.837,63.009,0.02,0.027,7040.0,2622.0,1.0
mu[1021],63.522,1.623,60.451,66.515,0.019,0.027,7360.0,2798.0,1.0
mu[1022],63.43,1.761,60.161,66.799,0.022,0.028,6520.0,2978.0,1.0
mu[1023],61.463,1.652,58.284,64.552,0.022,0.027,5770.0,2750.0,1.0
mu[1024],61.371,1.788,57.933,64.658,0.024,0.028,5519.0,3226.0,1.0
mu[1025],57.708,1.684,54.454,60.811,0.022,0.027,5833.0,2928.0,1.0
mu[1026],65.928,1.644,62.798,69.011,0.02,0.029,6870.0,2593.0,1.0
mu[1027],65.836,1.766,62.291,68.97,0.022,0.028,6515.0,3060.0,1.0
mu[1028],62.173,1.672,59.042,65.338,0.021,0.028,6658.0,2802.0,1.0
mu[1029],62.413,1.676,59.108,65.412,0.02,0.027,7007.0,2752.0,1.0
mu[1030],66.167,1.65,62.961,69.231,0.019,0.027,7311.0,3112.0,1.0
mu[1031],66.075,1.797,62.482,69.251,0.022,0.03,6874.0,2820.0,1.0
mu[1032],65.742,1.666,62.402,68.746,0.02,0.03,7086.0,2985.0,1.0
mu[1033],65.65,1.789,62.201,68.957,0.022,0.03,6564.0,3026.0,1.0
mu[1034],61.988,1.697,58.791,65.235,0.02,0.03,7188.0,3072.0,1.0
mu[1035],65.098,1.652,62.157,68.269,0.02,0.029,7083.0,2658.0,1.0
mu[1036],67.112,1.637,64.194,70.291,0.019,0.029,7134.0,3186.0,1.0
mu[1037],66.107,1.613,63.27,69.323,0.018,0.028,7849.0,2794.0,1.0
mu[1038],63.039,1.683,59.899,66.177,0.022,0.028,5750.0,3033.0,1.0
mu[1039],65.052,1.667,61.937,68.144,0.022,0.028,5787.0,3073.0,1.0
mu[1040],64.048,1.644,60.813,66.971,0.021,0.028,5994.0,3161.0,1.0
mu[1041],69.518,1.657,66.43,72.711,0.02,0.03,7082.0,2644.0,1.0
mu[1042],68.513,1.634,65.482,71.607,0.019,0.029,7507.0,2808.0,1.0
mu[1043],67.504,1.673,64.278,70.591,0.02,0.03,6899.0,2602.0,1.0
mu[1044],69.757,1.672,66.534,72.826,0.019,0.029,7365.0,2859.0,1.0
mu[1045],68.752,1.64,65.609,71.747,0.019,0.028,7759.0,3071.0,1.0
mu[1046],67.743,1.685,64.681,70.96,0.02,0.029,7158.0,2790.0,1.0
mu[1047],67.318,1.687,64.266,70.527,0.02,0.03,7135.0,2869.0,1.0
mu[1048],69.332,1.673,66.069,72.279,0.02,0.03,7084.0,2977.0,1.0
mu[1049],68.327,1.655,65.31,71.526,0.019,0.029,7519.0,2996.0,1.0
mu[1050],76.0,1.797,72.668,79.406,0.025,0.027,5356.0,2762.0,1.0
mu[1051],72.337,1.688,69.059,75.449,0.021,0.026,6704.0,3422.0,1.0
mu[1052],76.092,1.635,72.937,79.105,0.02,0.026,6722.0,3074.0,1.0
mu[1053],73.94,1.79,70.861,77.455,0.027,0.025,4542.0,3041.0,1.0
mu[1054],70.278,1.682,67.156,73.403,0.023,0.026,5324.0,3022.0,1.0
mu[1055],74.032,1.629,70.872,77.016,0.023,0.026,5117.0,3162.0,1.0
mu[1056],74.743,1.681,71.647,77.987,0.02,0.026,7206.0,3302.0,1.0
mu[1057],78.405,1.778,75.139,81.796,0.023,0.025,5843.0,3492.0,1.0
mu[1058],78.498,1.632,75.628,81.796,0.019,0.025,7060.0,3275.0,1.0
mu[1059],78.645,1.815,75.308,82.007,0.024,0.027,5886.0,3219.0,1.0
mu[1060],78.737,1.645,75.467,81.623,0.019,0.027,7180.0,3239.0,1.0
mu[1061],74.982,1.691,71.68,78.084,0.02,0.028,7386.0,3149.0,1.0
mu[1062],78.312,1.648,75.175,81.421,0.019,0.028,7526.0,2965.0,1.0
mu[1063],74.557,1.7,71.226,77.66,0.019,0.029,7946.0,2886.0,1.0
mu[1064],78.22,1.796,74.719,81.457,0.023,0.027,6122.0,3166.0,1.0
mu[1065],79.681,1.64,76.677,82.866,0.021,0.026,6250.0,2717.0,1.0
mu[1066],78.677,1.624,75.689,81.859,0.021,0.026,6259.0,3019.0,1.0
mu[1067],77.667,1.663,74.503,80.78,0.021,0.027,6085.0,2921.0,1.0
mu[1068],76.618,1.619,73.543,79.632,0.023,0.024,5033.0,3046.0,1.0
mu[1069],75.608,1.658,72.463,78.677,0.024,0.025,4803.0,2981.0,1.0
mu[1070],77.622,1.634,74.531,80.642,0.024,0.024,4797.0,2998.0,1.0
mu[1071],81.083,1.621,78.013,84.084,0.019,0.024,7130.0,3248.0,1.0
mu[1072],80.073,1.659,77.04,83.256,0.02,0.025,6731.0,3303.0,1.0
mu[1073],82.087,1.635,79.168,85.331,0.02,0.025,6731.0,3145.0,1.0
mu[1074],82.326,1.657,79.154,85.367,0.02,0.027,6796.0,2913.0,1.0
mu[1075],80.312,1.677,77.077,83.348,0.02,0.027,6734.0,3019.0,1.0
mu[1076],81.322,1.633,78.165,84.283,0.019,0.026,7218.0,3308.0,1.0
mu[1077],81.901,1.645,78.898,85.026,0.02,0.027,6907.0,3078.0,1.0
mu[1078],80.897,1.636,77.914,84.051,0.019,0.027,7818.0,2993.0,1.0
mu[1079],79.887,1.667,76.809,83.03,0.02,0.027,6742.0,2822.0,1.0
mu[1080],67.02,1.8,63.757,70.404,0.023,0.032,6401.0,3115.0,1.0
mu[1081],67.112,1.645,64.017,70.117,0.02,0.03,6626.0,2765.0,1.0
mu[1082],63.357,1.685,60.22,66.459,0.021,0.03,6445.0,2962.0,1.0
mu[1083],65.053,1.604,62.152,68.193,0.022,0.026,5366.0,2895.0,1.0
mu[1084],64.961,1.761,61.676,68.361,0.024,0.028,5285.0,3263.0,1.0
mu[1085],61.298,1.645,58.357,64.52,0.023,0.026,5244.0,2855.0,1.01
mu[1086],69.518,1.609,66.594,72.528,0.02,0.028,6363.0,3052.0,1.0
mu[1087],69.426,1.752,66.159,72.65,0.022,0.03,6268.0,2946.0,1.0
mu[1088],65.763,1.647,62.747,68.84,0.021,0.028,6150.0,3188.0,1.0
mu[1089],66.002,1.63,63.06,69.045,0.021,0.028,6300.0,3006.0,1.0
mu[1090],69.665,1.764,66.628,73.29,0.022,0.03,6264.0,3084.0,1.01
mu[1091],69.757,1.594,66.776,72.695,0.02,0.029,6572.0,2951.0,1.0
mu[1092],65.577,1.653,62.416,68.525,0.021,0.028,6312.0,2942.0,1.0
mu[1093],69.332,1.611,66.282,72.225,0.02,0.028,6378.0,2975.0,1.0
mu[1094],69.24,1.757,65.803,72.401,0.022,0.03,6227.0,3227.0,1.0
mu[1095],69.697,1.64,66.59,72.647,0.02,0.029,7071.0,3165.0,1.01
mu[1096],68.688,1.676,65.654,71.887,0.02,0.031,6829.0,2879.0,1.0
mu[1097],70.701,1.659,67.585,73.738,0.02,0.031,7102.0,3002.0,1.0
mu[1098],66.628,1.638,63.545,69.699,0.022,0.026,5438.0,3070.0,1.0
mu[1099],68.642,1.619,65.675,71.793,0.022,0.027,5563.0,2964.0,1.01
mu[1100],67.638,1.6,64.584,70.61,0.021,0.025,5595.0,3175.0,1.01
mu[1101],73.107,1.623,70.203,76.264,0.019,0.029,7137.0,2798.0,1.0
mu[1102],71.093,1.642,68.049,74.157,0.02,0.029,6811.0,2976.0,1.0
mu[1103],72.103,1.605,69.339,75.315,0.019,0.027,6960.0,3008.0,1.0
mu[1104],73.346,1.617,70.14,76.219,0.019,0.03,7159.0,2826.0,1.0
mu[1105],71.332,1.632,68.361,74.435,0.02,0.03,6880.0,2623.0,1.0
mu[1106],72.342,1.589,69.537,75.453,0.019,0.029,7108.0,2714.0,1.0
mu[1107],72.921,1.619,69.979,75.964,0.02,0.027,6853.0,3146.0,1.0
mu[1108],70.908,1.636,67.989,74.099,0.02,0.027,6673.0,2942.0,1.0
mu[1109],71.917,1.606,68.92,74.847,0.019,0.027,6961.0,3095.0,1.0
mu[1110],64.908,1.612,61.966,68.039,0.018,0.027,7577.0,3097.0,1.0
mu[1111],64.816,1.785,61.617,68.251,0.021,0.031,7481.0,2943.0,1.0
mu[1112],61.153,1.656,57.985,64.2,0.018,0.028,8050.0,3169.0,1.0
mu[1113],62.757,1.779,59.431,66.005,0.024,0.03,5553.0,2927.0,1.0
mu[1114],59.094,1.651,56.158,62.367,0.022,0.027,5767.0,3089.0,1.0
mu[1115],62.849,1.607,59.841,65.902,0.022,0.026,5485.0,2872.0,1.0
mu[1116],67.314,1.642,64.281,70.507,0.019,0.029,7443.0,3019.0,1.0
mu[1117],63.559,1.682,60.2,66.572,0.019,0.03,8002.0,2898.0,1.0
mu[1118],67.222,1.797,63.955,70.577,0.021,0.032,7554.0,3085.0,1.0
mu[1119],63.798,1.626,60.747,66.857,0.018,0.026,8032.0,2970.0,1.0
mu[1120],67.553,1.587,64.548,70.436,0.018,0.025,7697.0,2868.0,1.0
mu[1121],67.461,1.773,64.245,70.801,0.02,0.031,7525.0,3166.0,1.0
mu[1122],63.374,1.652,60.277,66.55,0.018,0.028,8015.0,3010.0,1.0
mu[1123],67.036,1.769,63.713,70.294,0.021,0.032,7273.0,3192.0,1.0
mu[1124],67.128,1.607,64.049,70.11,0.019,0.027,7331.0,3315.0,1.0
mu[1125],68.498,1.617,65.665,71.634,0.019,0.028,7224.0,2967.0,1.0
mu[1126],67.493,1.589,64.599,70.504,0.017,0.027,8379.0,2988.0,1.0
mu[1127],66.484,1.632,63.511,69.549,0.02,0.027,6930.0,3061.0,1.0
mu[1128],64.425,1.628,61.372,67.454,0.023,0.027,5080.0,2810.0,1.0
mu[1129],66.438,1.612,63.481,69.5,0.022,0.027,5200.0,2821.0,1.0
mu[1130],65.434,1.585,62.597,68.576,0.021,0.026,5833.0,3086.0,1.0
mu[1131],70.903,1.646,67.715,73.936,0.019,0.029,7213.0,2923.0,1.0
mu[1132],68.89,1.662,65.67,71.95,0.02,0.029,6979.0,2826.0,1.0
mu[1133],69.899,1.62,66.737,72.902,0.018,0.029,8356.0,2975.0,1.0
mu[1134],69.129,1.613,66.17,72.228,0.019,0.026,7149.0,3152.0,1.0
mu[1135],71.142,1.601,68.174,74.177,0.019,0.026,7463.0,3110.0,1.0
mu[1136],70.138,1.563,67.168,72.975,0.017,0.025,8793.0,3014.0,1.0
mu[1137],70.718,1.605,67.791,73.783,0.019,0.027,6841.0,3297.0,1.0
mu[1138],68.704,1.619,65.774,71.842,0.02,0.027,6629.0,3212.0,1.0
mu[1139],69.713,1.584,66.674,72.69,0.017,0.027,8145.0,3140.0,1.0
mu[1140],57.982,1.673,54.793,61.132,0.02,0.028,7260.0,2976.0,1.0
mu[1141],61.645,1.765,58.257,64.879,0.022,0.027,6395.0,3486.0,1.0
mu[1142],61.737,1.614,58.665,64.803,0.019,0.027,7561.0,2842.0,1.0
mu[1143],59.678,1.589,56.647,62.625,0.02,0.027,6094.0,2975.0,1.0
mu[1144],55.923,1.65,52.799,59.009,0.021,0.028,6023.0,3257.0,1.0
mu[1145],59.586,1.741,56.387,62.917,0.024,0.026,5450.0,3161.0,1.0
mu[1146],60.388,1.655,57.196,63.424,0.019,0.029,7460.0,2958.0,1.0
mu[1147],64.051,1.735,60.779,67.31,0.021,0.029,6652.0,3396.0,1.0
mu[1148],64.143,1.597,61.016,66.987,0.018,0.029,7803.0,2717.0,1.0
mu[1149],64.29,1.763,61.075,67.737,0.022,0.029,6332.0,3090.0,1.0
mu[1150],60.627,1.655,57.415,63.735,0.02,0.03,7157.0,2867.0,1.0
mu[1151],64.382,1.601,61.317,67.376,0.019,0.03,7484.0,3130.0,1.0
mu[1152],63.957,1.586,60.908,66.846,0.018,0.027,8054.0,3085.0,1.0
mu[1153],63.865,1.728,60.786,67.356,0.021,0.028,6650.0,3115.0,1.0
mu[1154],60.202,1.647,57.035,63.253,0.019,0.028,7796.0,3118.0,1.0
mu[1155],63.313,1.635,60.353,66.42,0.019,0.027,7613.0,3100.0,1.0
mu[1156],65.326,1.61,62.421,68.388,0.018,0.027,7921.0,3373.0,1.0
mu[1157],64.322,1.61,61.479,67.47,0.018,0.027,8065.0,3048.0,1.0
mu[1158],61.253,1.613,58.093,64.132,0.021,0.026,6033.0,3270.0,1.0
mu[1159],62.263,1.587,59.258,65.213,0.02,0.027,6411.0,3072.0,1.0
mu[1160],63.267,1.586,60.258,66.18,0.02,0.026,6196.0,3219.0,1.0
mu[1161],67.732,1.593,64.886,70.858,0.018,0.029,8188.0,2879.0,1.0
mu[1162],65.719,1.62,62.781,68.839,0.018,0.029,7931.0,3004.0,1.0
mu[1163],66.728,1.594,63.755,69.739,0.017,0.029,8518.0,2903.0,1.0
mu[1164],65.958,1.628,62.95,69.073,0.019,0.032,7540.0,2852.0,1.0
mu[1165],66.967,1.596,63.97,69.995,0.018,0.031,7975.0,2960.0,1.0
mu[1166],67.971,1.605,65.002,71.043,0.018,0.032,7836.0,2889.0,1.0
mu[1167],67.546,1.575,64.457,70.3,0.017,0.027,8380.0,3035.0,1.0
mu[1168],66.542,1.582,63.722,69.541,0.017,0.027,8727.0,2976.0,1.0
mu[1169],65.533,1.6,62.442,68.384,0.018,0.026,8057.0,3294.0,1.0
mu[1170],63.369,1.712,60.049,66.454,0.021,0.028,6977.0,3256.0,1.0
mu[1171],67.124,1.652,64.085,70.234,0.02,0.027,7048.0,3183.0,1.0
mu[1172],67.032,1.789,63.964,70.542,0.023,0.027,5874.0,3098.0,1.0
mu[1173],61.31,1.692,58.173,64.442,0.022,0.028,6021.0,3471.0,1.0
mu[1174],65.064,1.63,62.17,68.241,0.021,0.027,5957.0,3210.0,1.0
mu[1175],64.972,1.768,61.652,68.244,0.024,0.028,5286.0,3241.0,1.0
mu[1176],65.775,1.69,62.583,68.922,0.021,0.029,6751.0,3308.0,1.0
mu[1177],69.53,1.631,66.306,72.429,0.02,0.028,6799.0,3215.0,1.0
mu[1178],69.437,1.754,66.097,72.574,0.023,0.028,5696.0,3066.0,1.0
mu[1179],66.014,1.679,62.763,69.028,0.02,0.028,6902.0,3417.0,1.0
mu[1180],69.676,1.772,66.429,73.074,0.023,0.029,5907.0,3164.0,1.0
mu[1181],69.769,1.623,66.898,72.981,0.019,0.027,7012.0,3275.0,1.0
mu[1182],65.589,1.698,62.411,68.85,0.02,0.031,6981.0,3284.0,1.0
mu[1183],69.252,1.762,65.727,72.327,0.023,0.029,5900.0,3089.0,1.0
mu[1184],69.344,1.636,66.408,72.592,0.02,0.029,7001.0,3170.0,1.0
mu[1185],70.713,1.636,67.745,73.798,0.019,0.027,7270.0,2762.0,1.0
mu[1186],69.709,1.64,66.624,72.73,0.019,0.027,7593.0,3068.0,1.0
mu[1187],68.699,1.661,65.563,71.726,0.02,0.027,7220.0,3079.0,1.0
mu[1188],66.64,1.642,63.501,69.645,0.021,0.027,5983.0,3195.0,1.0
mu[1189],67.649,1.62,64.599,70.665,0.02,0.026,6318.0,3150.0,1.0
mu[1190],68.654,1.616,65.724,71.73,0.021,0.026,6004.0,3133.0,1.0
mu[1191],72.115,1.62,68.954,75.004,0.019,0.027,7472.0,3168.0,1.0
mu[1192],73.119,1.615,70.032,75.973,0.019,0.027,7172.0,2967.0,1.0
mu[1193],71.105,1.641,68.119,74.15,0.019,0.027,7166.0,3278.0,1.0
mu[1194],72.354,1.611,69.364,75.376,0.018,0.026,7638.0,2942.0,1.0
mu[1195],73.358,1.616,70.544,76.586,0.019,0.027,7288.0,3051.0,1.0
mu[1196],71.344,1.638,68.485,74.623,0.019,0.028,7210.0,3160.0,1.0
mu[1197],72.933,1.613,69.939,75.872,0.019,0.028,7120.0,3022.0,1.0
mu[1198],70.919,1.637,67.774,73.815,0.019,0.029,7097.0,2979.0,1.0
mu[1199],71.929,1.623,68.823,74.879,0.019,0.028,7626.0,2927.0,1.0
