,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu[1150],59.861,1.835,56.547,63.355,0.025,0.028,5400.0,3121.0,1.0
mu[1151],64.412,1.634,61.385,67.514,0.022,0.028,5453.0,2799.0,1.0
mu[1152],63.212,1.628,60.228,66.358,0.022,0.028,5685.0,2821.0,1.0
mu[1153],67.117,2.361,63.034,71.893,0.03,0.034,6015.0,3355.0,1.0
mu[1154],56.804,1.852,53.195,60.208,0.025,0.029,5648.0,2961.0,1.0
mu[1155],62.867,1.71,59.67,65.988,0.023,0.029,5333.0,3094.0,1.0
mu[1156],63.901,1.732,60.691,67.121,0.023,0.03,5678.0,3092.0,1.0
mu[1157],65.208,1.611,62.031,68.113,0.022,0.029,5575.0,3005.0,1.0
mu[1158],60.14,1.687,56.987,63.273,0.032,0.027,2757.0,2700.0,1.0
mu[1159],61.76,1.614,58.802,64.836,0.025,0.027,4130.0,2554.0,1.0
mu[1160],62.349,1.714,59.273,65.63,0.034,0.027,2551.0,2621.0,1.0
mu[1161],67.009,1.706,63.772,70.156,0.023,0.03,5536.0,3089.0,1.0
mu[1162],65.743,1.69,62.645,68.99,0.023,0.029,5376.0,2960.0,1.0
mu[1163],67.496,1.626,64.41,70.461,0.021,0.029,5873.0,2826.0,1.0
mu[1164],66.498,1.714,63.203,69.654,0.023,0.029,5536.0,3045.0,1.0
mu[1165],66.969,1.636,63.984,70.211,0.022,0.029,5758.0,2896.0,1.0
mu[1166],68.631,1.739,65.361,71.847,0.023,0.03,5498.0,2784.0,1.0
mu[1167],69.897,1.736,66.656,73.168,0.023,0.031,5617.0,2568.0,1.0
mu[1168],65.344,1.63,61.979,68.138,0.021,0.029,6020.0,2965.0,1.0
mu[1169],66.499,1.708,63.117,69.532,0.023,0.03,5526.0,2677.0,1.0
mu[1170],65.486,1.84,62.102,68.932,0.023,0.028,6444.0,3383.0,1.0
mu[1171],67.661,1.607,64.803,70.793,0.019,0.025,6878.0,3354.0,1.0
mu[1172],64.172,2.362,59.832,68.738,0.029,0.031,6512.0,3688.0,1.0
mu[1173],62.047,1.785,58.764,65.466,0.037,0.028,2282.0,2446.0,1.0
mu[1174],64.633,1.597,61.653,67.619,0.023,0.024,4640.0,3011.0,1.0
mu[1175],68.408,2.276,64.14,72.677,0.055,0.034,1723.0,2607.0,1.0
mu[1176],67.019,1.801,63.842,70.411,0.022,0.027,6943.0,3075.0,1.0
mu[1177],70.018,1.612,67.124,73.146,0.019,0.024,7324.0,3075.0,1.0
mu[1178],66.388,2.283,61.964,70.594,0.028,0.031,6691.0,3637.0,1.0
mu[1179],65.225,1.801,61.995,68.647,0.022,0.027,6506.0,3330.0,1.0
mu[1180],68.854,2.29,64.815,73.246,0.029,0.034,6167.0,3422.0,1.0
mu[1181],69.776,1.595,66.822,72.762,0.019,0.026,6925.0,3036.0,1.0
mu[1182],62.169,1.795,58.958,65.68,0.022,0.027,6416.0,3416.0,1.0
mu[1183],72.481,2.358,68.157,77.024,0.029,0.038,6823.0,3389.0,1.0
mu[1184],68.576,1.597,65.471,71.482,0.019,0.026,7045.0,2706.0,1.0
mu[1185],69.265,1.698,66.065,72.399,0.02,0.028,7188.0,3114.0,1.0
mu[1186],70.573,1.618,67.609,73.725,0.019,0.027,7339.0,3119.0,1.0
mu[1187],68.231,1.68,65.202,71.535,0.02,0.028,7033.0,2997.0,1.0
mu[1188],65.504,1.682,62.391,68.617,0.03,0.026,3109.0,2763.0,1.0
mu[1189],67.124,1.615,64.113,70.19,0.023,0.025,4804.0,3104.0,1.0
mu[1190],67.713,1.713,64.608,70.973,0.033,0.026,2756.0,2811.0,1.0
mu[1191],72.861,1.631,69.729,75.781,0.018,0.026,7788.0,3151.0,1.0
mu[1192],72.374,1.715,69.074,75.425,0.02,0.026,7025.0,3288.0,1.0
mu[1193],71.108,1.698,67.991,74.255,0.02,0.027,7020.0,3135.0,1.0
mu[1194],72.334,1.607,69.332,75.39,0.019,0.027,7315.0,2872.0,1.0
mu[1195],73.995,1.704,70.826,77.244,0.021,0.028,6790.0,3052.0,1.0
mu[1196],71.863,1.677,68.88,75.201,0.02,0.028,6826.0,2961.0,1.0
mu[1197],75.261,1.742,72.041,78.535,0.021,0.027,6833.0,3180.0,1.0
mu[1198],71.863,1.699,68.636,74.953,0.021,0.028,6790.0,2931.0,1.0
mu[1199],70.708,1.604,67.724,73.731,0.019,0.027,7437.0,3081.0,1.0
