artist,song,original_dataset_filename,original_mix_name,mix_id,bark_pc_01,bark_pc_02,bark_pc_03,bark_pc_04,bark_pc_05,bark_pc_06,bark_pc_07,bark_pc_08,bark_pc_09,bark_pc_10,bark_pc_11,bark_pc_12,bark_pc_13,bark_pc_14,bark_pc_15,bark_pc_16,bark_pc_17,bark_pc_18,bark_pc_19,bark_pc_20,bark_pc_21,bark_pc_22,bark_pc_23,bark_pc_24,bark_pc_25,bark_pc_26,bark_pc_27,bark_pc_28,bark_pc_29,bark_pc_30,bark_pc_31,bark_pc_32,bark_pc_33,bark_pc_34,bark_pc_35,bark_pc_36,bark_pc_37
Fredy V,In The Meantime,UCP-A5.mp3,UCP-A5,mix_e858d5cf22ea,-0.791192594428,2.31095915461,1.9350640534,0.516541656674,0.41527607638,-0.545513984519,0.245859908383,-0.79850431931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredy V,In The Meantime,UCP-A4.mp3,UCP-A4,mix_efdedc0a36e7,1.00061402861,0.123827960829,1.74514773003,-0.683783893655,-1.81832497605,0.632737162929,-0.372353476431,-0.408162823149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fredy V,In The Meantime,PXL-S6.mp3,PXL-S6,mix_f44b598b8cf8,0.927199798521,-1.3751186535,-3.16294521987,-0.0998717175629,-0.241770800028,0.142283174983,0.227436590692,0.767914287681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,UCP-A5.mp3,UCP-A5,mix_0255886c8875,3.78870895906,2.01222469411,-1.28121567695,0.187823402792,-0.580480691985,-3.03734174,-0.737614107712,-0.570515009834,0.818958306873,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,UCP-A3.mp3,UCP-A3,mix_06852a8a8947,-1.82559711386,0.330885756787,0.821093395203,1.38565518917,0.444436992835,-2.2862517321,-0.884700465553,-0.851231803354,0.022208466717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-E.mp3,DU-E,mix_271852ba8676,4.19376987785,1.04747196321,10.3684928825,-1.43405668642,-0.792761563558,1.38121774864,0.284694978764,-1.36873336524,0.138936682032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-E.mp3,McG-E,mix_28932c4bb152,2.48638879081,1.56689144107,-0.668926666544,1.0964789946,0.334388770248,-0.37696705926,0.548733730317,-0.0574691424682,-0.0905324071167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,QUT-E.mp3,QUT-E,mix_345e90b3c215,-0.874443211201,1.80894530364,0.505892390185,0.768383390948,-0.840629544669,-0.0485279282282,-0.926694848125,0.170843209693,-0.722720595006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,DU-F.mp3,DU-F,mix_3a41a8db47bc,6.32799481325,-1.2312463838,0.202190852799,-3.03972035602,2.2043708663,0.0097578299962,0.283504134039,0.501328446325,-0.554009991358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,PXL-L3.mp3,PXL-L3,mix_3bc79ea82599,-6.49403243332,-3.27633177153,-3.08166217542,-3.38980671942,1.78287348785,-1.05554391195,-0.377251420294,-0.29690577412,0.279690627897,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-D.mp3,McG-D,mix_4181778a6cfd,-0.297817624168,-1.69045808709,-2.46346333646,1.10897463582,1.37208719583,1.66667480791,-0.875717713036,-0.0794049686846,0.240150128423,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-H.mp3,McG-H,mix_427e3b105a59,-0.118531483863,0.206322728263,-0.787583858134,0.16947346901,0.328643204655,1.16241283277,1.4080929088,0.668213665686,-0.241810880896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,QUT-F.mp3,QUT-F,mix_4e2cf7c970a8,-3.26642270909,1.94362701597,-4.08845773746,2.90830085083,0.294574378749,2.17746375108,-2.91432102636,-2.0369215425,0.279345677061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,QUT-H.mp3,QUT-H,mix_542ca972e5f6,1.73099436776,-1.75154706696,-5.07419042842,-2.05332058213,-3.53976587341,-1.61715395501,0.569950511712,1.28969881525,-0.700228989842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,McG-B.mp3,McG-B,mix_5aa762fa5def,2.54546463843,5.41734639911,-0.71897501555,-2.30303605254,-1.24009290059,1.17953031536,0.590732152431,-0.937923612955,0.31842850946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,UCP-A4.mp3,UCP-A4,mix_5d42d0f1628e,0.174320342198,1.16901950953,-2.86365956687,-1.19543789769,-3.59096069982,-1.01240202897,-0.361602853775,-0.955792291697,-0.163178609078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The DoneFors,Lead Me,QUT-D.mp3,QUT-D,mix_5e09465de0ed,-3.12329739452,2.17609611896,0.897077951615,0.79786670201,-1.08905629761,1.065654338,-0.482815632458,2.9614760114,0.356731866174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
