mix,role,start_seconds,end_seconds,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,pc1,pc2
UCP-A2,candidate,54,60,0.0681316033,18.75890482,0.04089617357,-0.02742049471,,6.378902664,3.056046859,6.315591029,4.034899936,6.021629147,4.184124784,5.833317735,4.107996222,5.787080359,4.266593118,5.70374284,4.35451261,5.68400632,4.343927587,5.774964177,4.342997712,6.204652516,4.769827176,5.784898473,4.396529919,5.624041883,4.393367443,5.387084743,4.288037524,5.287642385,4.396464154,5.28008118,4.441379203,5.282530571,4.589435311,5.34323189,4.582475832,5.680396262,4.901764,5.784948097,5.017220547,6.186043434,5.172443703,6.112591333,5.149131729,6.029523717,5.068158005,6.303765813,5.190181923,6.220067837,5.194449739,4.466097093,3.580662614,0.8537427977,-0.3664139861
McG-A,candidate,54,60,0.0681316182,18.81417828,0.0546540767,-0.0146845486,,6.566094773,3.270987809,6.123868539,4.063318046,5.775155036,4.348818007,5.417016974,4.219475912,5.532986568,4.527685021,5.730070019,4.745879111,5.683367788,4.696556181,5.492844146,4.725826502,5.845384102,5.16679807,5.583709005,4.649112707,5.307802991,4.380841469,5.061606374,4.152175886,4.998623765,4.204649776,5.021691566,4.112862259,5.044193893,3.981821247,5.013542963,3.895871366,5.369210072,4.142883752,5.359447619,4.193211574,5.75965037,4.565815438,5.69141755,4.586068316,5.54003582,4.404635499,5.661969987,4.565150262,5.492969938,4.574601233,4.482662275,3.773819805,0.5650404477,-0.3449693548
McG-C,candidate,54,60,0.06813161075,16.75271881,0.07596825808,-0.01433629543,,6.608035486,3.064182139,6.253606533,4.483411046,5.754575921,4.579444411,5.292989051,4.229112166,5.363785258,4.46284875,5.490602686,4.58603826,5.40964171,4.655963935,5.298335989,4.745626766,5.662459909,5.250126575,5.380634092,4.547300978,5.155387723,4.471891582,5.009411368,4.209199019,4.917745647,4.353616374,4.938529596,4.097821855,4.993506728,4.044211829,4.941366034,4.130202479,5.242949018,4.344305112,5.359236809,4.3796035,5.872731945,4.743252326,5.887235528,4.812948539,5.928678316,4.731470053,6.178206135,4.96947433,5.997530306,5.101195054,4.837418291,4.344700535,0.6444503462,-0.4879252796
McG-H,candidate,54,60,0.06813159585,19.04734813,0.04546112567,-0.03066916019,,6.439738673,3.538138505,6.317438019,4.139181021,5.858709582,4.17038059,5.461532073,4.022941457,5.616954169,4.228696433,5.704199997,4.401521328,5.637866239,4.491049207,5.521937643,4.575840048,5.817501704,5.077439802,5.568984711,4.483433505,5.266127368,4.347739667,5.094299867,4.181420346,5.097216069,4.320218456,5.199931937,4.215419539,5.333566756,4.313315469,5.442450952,4.36803492,5.820677453,4.671615361,5.900092922,4.802847246,6.467850448,5.122828939,6.499487314,5.213959927,6.386248033,5.306714262,6.604504602,5.608613753,6.527739431,5.821972469,5.563950867,5.013959511,0.8211765784,-0.3375626961
DU-I,candidate,58,64,0.06765982509,23.47495955,0.1154728085,-0.07059258968,,6.319175794,3.90566408,6.102919984,4.834531676,5.832227856,4.761929381,5.898600776,4.899886026,5.747052618,4.600740797,5.397876212,4.615573287,5.334187251,4.655192661,5.462022918,4.84280342,5.747063255,5.191856843,5.693481671,5.026177335,5.392066501,4.720938073,5.172352804,4.477940107,5.190424333,4.666819306,5.219362526,4.435036121,5.341578854,4.635142582,5.545562336,4.8754326,5.94253612,5.149982172,6.091143784,5.165212016,6.472169387,5.486930778,6.69060453,5.3879531,6.816496694,5.409672304,7.065228277,5.807554154,6.95662139,5.910348667,5.349342395,4.501582378,1.084562858,0.6033669468
DU-J,candidate,58,64,0.06765981764,20.77571095,0.25453493,0.5943462849,,6.135876742,5.266828218,6.187952166,5.511142328,5.880911259,5.282048462,5.661143875,4.984947328,5.872478122,5.007342923,5.735205404,5.003201786,5.607518545,5.002761755,5.861650563,5.248677786,5.947019301,5.430691097,5.848123719,5.291292166,5.45091433,4.904381118,5.127797377,4.564252737,5.006284793,4.602951784,4.978871223,4.388015049,5.081303893,4.483728911,5.119165052,4.643055205,5.452794097,4.861123722,5.499082498,4.913063012,5.8716296,5.2727026,5.9561542,5.289648446,5.967713181,5.30468979,6.214376118,5.586521187,5.950960356,5.399882188,3.986018027,3.524068214,1.209576867,0.9187886374
DU-K,candidate,58,64,0.06765982509,22.8253119,0.1542245895,0.02191308327,,6.19649802,5.258187068,6.094652967,5.178520577,5.838345754,4.447196077,5.632327055,4.154467635,5.262591693,3.647838323,5.331251035,3.069887181,5.252580512,3.198272913,5.379880702,3.558130703,5.548258346,3.044074018,5.480924787,3.35537013,5.028163074,3.564360132,4.606040852,3.182154082,4.837006735,3.342018258,4.695610997,3.607109323,4.986434688,3.662682562,5.312967438,3.990200863,5.557039477,4.289494451,5.493670124,4.132353024,5.883248012,4.360212938,5.861626463,4.010926239,5.637361128,4.000018117,5.759538688,3.627294339,5.360277276,2.405148311,3.337186655,-0.1515506145,0.222959361,0.6582112662
DU-L,candidate,58,64,0.06765982509,18.8651026,0.1322636604,-0.05255311355,,6.185304332,2.119261284,5.677177756,2.930768549,5.576918797,3.924984228,5.509732857,4.325808539,5.689774832,4.287438395,5.55151552,4.413970457,5.489002269,4.93521818,5.782852883,5.116928487,6.009665183,5.490278791,5.948978111,5.112154313,5.588442328,4.846945951,5.352576973,4.403415343,5.371253105,4.509186888,5.271057356,4.171392312,5.417105293,4.371374304,5.610736496,4.681426924,6.004859948,4.796252345,6.027571503,4.68122539,6.350463568,5.030996392,6.443635169,4.925888587,6.563540797,4.889438167,6.852620818,5.301786331,6.785885269,5.578531939,5.21425894,3.993687394,1.017695593,-0.01449888016
DU-M,candidate,58,64,0.06765981764,18.72443451,0.05023512617,-0.001099903602,,6.2316087,3.026134231,5.997511717,4.208285315,5.839137148,4.3847944,5.81476138,4.270017125,5.820233235,3.883230531,5.78592745,4.233135487,5.682849944,4.38282491,6.002332283,4.41646545,6.169537164,4.713222538,6.067446202,4.568607997,5.633561066,4.07376725,5.209932993,3.832179654,5.021749974,4.073769085,4.939064703,3.660321904,5.093323625,3.777224923,5.23640731,3.930031671,5.661267675,4.076520897,5.687483727,4.098475058,6.035484438,4.228013942,5.989678132,4.125919466,5.990620209,4.201756256,6.256574971,4.423786752,6.196504191,4.47800813,4.631053331,2.69567804,0.5645080264,-0.398055861
DU-N,candidate,58,64,0.06765982509,16.72754684,0.0517017059,-0.004011449404,,6.520523056,2.137197884,6.322055995,4.007674754,5.86054289,4.215508476,5.340055389,4.184827689,5.329344711,4.211371319,5.599040572,4.293923125,5.504599905,4.361717191,5.18455682,4.345895755,5.784708046,4.723146082,5.923662299,4.656022942,5.136137846,4.079656587,5.049917984,3.785296519,4.974296173,3.822744657,4.914390155,3.600811214,4.992217692,3.711718434,5.179142218,4.048965256,5.476492588,4.22971395,5.456587945,4.176489699,5.876905254,4.574000936,5.98897135,4.512309665,6.225880709,3.917802636,6.572708533,3.861971779,6.571129694,3.223307873,5.117373332,0.8517463229,0.4822272629,-0.6699734774
PXL-S6,candidate,58,64,0.06765983999,18.0318987,0.05119144544,-0.002787190955,,6.573823543,3.365074,6.139036744,4.519364617,5.718055394,4.440541254,5.58871917,4.499676648,5.532533832,4.332353166,5.371347854,4.394145896,5.23451077,4.47121676,5.393458811,4.564590476,5.593550223,4.857024764,5.535663086,4.760485534,5.190199128,4.318888345,4.886392453,4.073489717,4.854129586,4.101829978,4.834775044,4.10694276,5.070759263,4.212361309,5.257533003,4.267081372,5.764934311,4.575051098,5.840026016,4.723241803,6.168596674,5.112407389,6.162496239,4.9966796,6.104799878,5.066746435,6.284708134,5.431456874,6.150903019,5.486500659,4.482017173,3.912627996,0.6662090897,-0.3875155823
UCP-A1,candidate,58,64,0.06765982509,19.6429957,0.03175856918,-0.009232964367,,6.485678176,2.851716496,6.293431089,3.876672944,5.889780016,3.928013591,5.906455624,3.99987317,5.695240662,3.942138682,5.459676716,4.012080307,5.394171353,4.076189168,5.742920762,4.273900805,5.942738291,4.531339688,5.873424486,4.374317531,5.564978723,4.197176172,5.210157065,3.958000797,5.122264944,4.094812502,5.098047674,4.145403784,5.204509071,4.319579464,5.27880431,4.313508393,5.683978393,4.559720023,5.75718538,4.718243602,6.037363125,4.963680566,6.048483968,4.814051916,6.051752001,4.890068571,6.353219752,5.215502014,6.311649507,5.277054032,4.701150791,3.779771678,0.6294441253,-0.3359272064
UCP-A2,candidate,58,64,0.06765981764,19.74436245,0.03873936459,-0.02054962702,,6.356364006,3.037626662,6.131219207,3.981310692,5.940996154,4.153584582,5.846736747,4.153854536,5.742176548,4.098602586,5.574159508,4.166252685,5.520277479,4.211465893,5.933068782,4.434731186,6.191575293,4.762739792,6.116232223,4.629004877,5.802182197,4.39155966,5.458983451,4.152406949,5.262353504,4.198831257,5.163086379,4.289577965,5.221362254,4.382808645,5.313906398,4.35422765,5.731283106,4.596376571,5.827840832,4.733824273,6.112197747,4.991866949,6.11564196,4.833052717,6.094357987,4.903460806,6.392525132,5.18960746,6.305362613,5.326094804,4.619949139,3.869685501,0.7567041276,-0.2796613411
McG-A,candidate,58,64,0.06765983254,16.62801622,0.06645588577,-0.0203266982,,6.484940673,3.319921414,5.948531089,4.157505438,5.797229797,4.414289877,5.592706545,4.48069871,5.600948619,4.530916375,5.636292393,4.666823727,5.572726566,4.862125055,5.728503708,4.960827265,5.935823344,5.186905594,5.943892834,5.032654464,5.59048493,4.576411043,5.248809436,4.252693779,5.099712463,4.174975739,4.962074106,4.047006113,5.046697496,3.960935496,5.081546765,3.977242378,5.536839547,4.219706733,5.498558768,4.266309955,5.761532438,4.554377878,5.742187557,4.480374855,5.646476529,4.462592275,5.805454678,4.699898352,5.680469882,4.778751864,4.825321249,4.1125943,0.6864297471,-0.5540161723
McG-C,candidate,58,64,0.06765982509,18.14622881,0.07759945095,-0.009506135248,,6.546216298,3.06174195,6.132578786,4.390927587,5.73888424,4.544385671,5.452146047,4.331814345,5.475042477,4.243783749,5.426539918,4.435516725,5.297110269,4.676725925,5.519122348,4.862303236,5.730550007,5.162363345,5.656842198,4.856507458,5.334520086,4.503543253,5.103122321,4.167358753,4.987202218,4.156769903,4.911354192,3.906281153,4.957205701,3.890097736,4.960663406,4.092138712,5.285425555,4.226205019,5.405740407,4.269777249,5.834559409,4.582153226,6.003497817,4.585333535,6.045277757,4.654423687,6.265420283,5.003256016,6.095556878,5.213223111,5.06320509,4.595245964,0.6176326268,-0.3262580208
McG-H,candidate,58,64,0.06765982509,20.40616527,0.05606148019,-0.03724485263,,6.428359138,3.564169276,6.141735801,4.240127745,5.727690638,4.241967165,5.464208408,4.169793774,5.566676476,4.132024212,5.526365897,4.353996354,5.404011549,4.613348599,5.698961748,4.744189615,5.92155431,5.073889765,5.861660468,4.834589782,5.463414929,4.430171406,5.177686541,4.157738552,5.116223804,4.175020066,5.048885813,4.044922153,5.268124882,4.202729627,5.445461069,4.313061139,5.886927119,4.580856665,5.970514552,4.708887146,6.395239896,5.041347382,6.461503666,5.071131776,6.470381019,5.245678629,6.731374828,5.659843285,6.681752504,5.96506421,5.853390975,5.292831577,0.7953843228,-0.1347861101
DU-I,candidate,62,68,0.06422198564,23.68247778,0.1101355329,-0.08209709078,,6.286646542,3.785287862,6.086730831,4.780615187,5.824509919,4.578886486,5.82784315,4.705170216,5.578240388,4.458495938,5.276374999,4.465935477,5.116425448,4.557672124,5.193416191,4.609498687,5.349141585,4.869719893,5.506264813,4.856148033,5.200670722,4.659619582,5.2003001,4.477194017,5.153118198,4.675648373,5.207284091,4.530678896,5.39236424,4.769036055,5.51726774,4.846719572,5.934621994,5.069295226,6.13002565,5.012035753,6.565130427,5.323056925,6.760998209,5.223776261,6.779105728,5.321086248,6.835661328,5.712304046,6.796871211,5.8859153,5.246347578,4.517630467,0.8692289967,0.6478516926
DU-J,candidate,62,68,0.06422197819,19.9726504,0.2395352572,0.6140627265,,6.126931349,5.244572795,6.223993607,5.559633226,5.874842532,5.19479116,5.587102826,4.820297545,5.808890382,4.90393968,5.631828504,4.919489193,5.293894799,4.876948193,5.514785869,4.906754555,5.547920762,5.056267326,5.589982612,5.097208376,5.346488376,4.826410703,5.225953413,4.630099809,5.139940223,4.668174493,4.988172668,4.458980899,5.080006521,4.577959387,4.992996364,4.585708027,5.428979162,4.813131651,5.544906041,4.864086316,5.915054672,5.183794435,6.046799708,5.24993148,5.97309824,5.243634877,5.855959802,5.267531941,5.673060573,5.186698133,3.80067515,3.399399703,1.002575527,0.8069278109
DU-K,candidate,62,68,0.06422197819,23.49857154,0.1704398394,0.0202039741,,6.176369022,5.290191446,6.189525007,5.19130569,5.825553233,4.461559389,5.404766412,4.177158341,5.305133414,3.674506245,5.194017635,3.092414526,5.038624814,3.20404473,5.098618428,3.538512352,5.238463236,3.014066726,5.143380267,3.362196035,5.008141523,3.577483129,4.58633449,3.174078845,4.904120767,3.367786978,4.729903077,3.671369478,5.04136663,3.690565649,5.203592689,3.98281368,5.489204849,4.306463051,5.423874698,4.181852217,5.76586633,4.394996734,5.8262441,4.039802778,5.616512206,4.045109706,5.371380066,3.660507278,4.94439645,2.38353702,2.976159607,-0.2567192308,0.078545735,0.8727948484
DU-L,candidate,62,68,0.06422198564,19.62591702,0.08260534704,-0.06849666685,,6.208899899,1.918013907,5.708925355,2.83701971,5.586152495,3.804993111,5.43827284,3.801346772,5.549122221,3.515788741,5.426532909,4.362417781,5.186650044,4.7332405,5.415705936,4.686896891,5.607089858,4.848623338,5.711387885,4.966984822,5.506791802,4.48942915,5.529125847,4.279023624,5.494211392,4.454110202,5.398510416,4.233796128,5.571833167,4.474742201,5.64672296,4.627435444,5.991806801,4.646224389,6.049598863,4.441515662,6.439580432,4.738706795,6.544587579,4.653989528,6.560031104,4.868994791,6.697873526,5.332791267,6.711496237,5.593093404,5.211886812,4.071882098,0.7000613157,-0.1195759599
DU-M,candidate,62,68,0.06422199309,18.324447,0.0641073212,0.003119996982,,6.255339919,2.98381901,6.048169844,4.355406168,5.870759109,4.348972526,5.780613862,4.241248276,5.708008177,3.952608805,5.678618457,4.340695841,5.351600674,4.532731517,5.636220225,4.402816676,5.720551209,4.614529058,5.750307186,4.584027338,5.453057281,4.292282096,5.242538906,4.075099203,5.09121018,4.262880097,4.927999032,3.975618285,5.072295951,4.155042197,5.087694256,4.190428197,5.624405149,4.201679588,5.735205503,4.113683312,6.070309271,4.369240789,6.081177109,4.241646426,6.068094139,4.346201954,6.154542724,4.57936879,6.139050763,4.598166912,4.598030306,2.798170252,0.5042398562,-0.3134638013
DU-N,candidate,62,68,0.06422199309,17.47949255,0.02583111078,-0.005755756516,,6.492498058,1.903347835,6.324138933,4.084132862,5.923664913,4.083436238,5.321768408,3.891926719,5.202306976,3.918725753,5.533614695,3.875687577,5.355453369,3.823801284,4.989515825,3.96621712,5.391631532,4.022458498,5.764705032,4.090150521,5.023335817,3.857624993,5.078500558,3.697325242,5.016703739,3.770811404,4.933298109,3.517564159,5.006944498,3.52217169,5.131073998,3.655664615,5.430066828,3.91829684,5.447802415,3.874111003,5.854590043,4.105522257,5.994810217,4.039146246,6.207683022,3.623452253,6.514077344,3.159435205,6.552015027,2.393607151,5.116166502,-0.04399688134,0.1277926229,-0.6802980055
PXL-S6,candidate,62,68,0.06422199309,18.39013175,0.03969727457,0.009432871826,,6.56944495,3.285759635,6.147275446,4.40208026,5.601142175,4.302571905,5.471652346,4.309639864,5.46940835,4.127318319,5.246397096,4.233081728,4.960624115,4.256086181,5.049888944,4.17160269,5.17438768,4.35813096,5.261867971,4.573723119,5.079898005,4.079078572,4.902776406,3.943534962,4.906725391,3.920135796,4.818327611,3.953263636,5.050629158,4.135089736,5.118230643,4.093813521,5.700817672,4.457995752,5.840437595,4.648854569,6.200649148,4.97411458,6.232350651,4.899378115,6.10888263,5.043344102,6.053332432,5.3633256,5.975638752,5.457391249,4.388798421,3.902590664,0.3825068996,-0.3610874664
UCP-A1,candidate,62,68,0.06422198564,20.01256858,0.02526341379,-0.003566243919,,6.484835287,2.770436952,6.276884183,3.855065918,5.901610984,3.74112819,5.878348249,3.834069118,5.623605182,3.736786155,5.338276794,3.840096015,5.088174716,3.863380206,5.3820683,3.874430599,5.492236838,4.049937194,5.597861422,4.136588321,5.384777636,4.059202233,5.241957696,3.884731215,5.155485632,4.030947009,5.057333892,4.122346894,5.177716283,4.285556306,5.15810299,4.207582845,5.6516316,4.461778959,5.782739301,4.623512449,6.120963959,4.843344341,6.15798373,4.701387853,6.058091469,4.872351146,6.096614042,5.221430125,6.15014647,5.321321175,4.638332226,3.823772509,0.3794017685,-0.2777552777
UCP-A2,candidate,62,68,0.06422198564,20.69769446,0.03233394027,-0.02168502845,,6.360391099,2.951501474,6.126495764,3.983433655,6.01006515,4.118434843,5.862236692,4.004071462,5.614658142,3.816529996,5.467597589,4.001468315,5.288473332,3.962971609,5.608229102,4.075445864,5.715548666,4.277646536,5.94184388,4.444908707,5.60459862,4.220103066,5.412142964,4.054753947,5.228808958,4.148614946,5.090585989,4.245802009,5.209639466,4.360691852,5.196056972,4.263238306,5.704447763,4.509301125,5.860225986,4.629017711,6.211454705,4.855524682,6.240363953,4.719437005,6.116617992,4.910892316,6.11784472,5.222161045,6.109855519,5.370650796,4.516379813,3.908843701,0.5045431715,-0.145920837
McG-A,candidate,62,68,0.06422199309,17.79058879,0.05281175673,-0.02736372128,,6.476989479,3.262869375,5.973988429,4.112962479,5.749553613,4.291747422,5.4769359,4.303975258,5.44050136,4.163555572,5.483338263,4.501413894,5.284406296,4.706666059,5.403434317,4.592029673,5.521028528,4.641530976,5.688887215,4.872967774,5.473456737,4.3088283,5.282855375,4.138827321,5.190248032,4.032885946,4.979212752,3.87240379,5.034156927,3.897903446,4.920725286,3.824677262,5.480830844,4.130219814,5.540538725,4.226062019,5.850915683,4.475675478,5.845926696,4.445975206,5.662835462,4.447980136,5.584013447,4.56700304,5.55058937,4.696035951,4.789782501,4.128036622,0.4014728176,-0.4381250917
McG-C,candidate,62,68,0.06422199309,17.19980606,0.0632282719,-0.006694257725,,6.477324284,2.951283797,6.152411324,4.497600435,5.789372121,4.459214391,5.356368655,4.128324937,5.390943796,3.892098784,5.31415205,4.311868103,5.007319004,4.572090433,5.240355753,4.441292107,5.349772703,4.528116021,5.46688272,4.761236776,5.246275417,4.140027644,5.159709713,3.983757058,5.088652166,3.911059234,4.948344364,3.779320375,5.009886819,3.920154136,4.901034298,3.998490232,5.282444138,4.113364724,5.48687263,4.106162303,6.020980811,4.416955959,6.180327789,4.472615833,6.082427135,4.636355187,5.926598709,4.932446162,5.82711517,5.159299636,4.93500888,4.537769356,0.3772404505,-0.4649406555
McG-H,candidate,62,68,0.06422199309,20.94781687,0.05188247934,-0.027578637,,6.388225661,3.464795776,6.152844952,4.127494615,5.736493866,4.137891024,5.431560529,4.032902844,5.474560988,3.83488693,5.386004595,4.330843473,5.137412402,4.566492725,5.364014888,4.4285295,5.468650271,4.547952198,5.559627483,4.751038963,5.352828822,4.215226021,5.244291003,4.046833714,5.189227366,4.018341359,5.068170937,3.986922495,5.28839024,4.203436915,5.299139709,4.250965332,5.845393322,4.481896817,6.013031921,4.625186522,6.451402768,4.957269584,6.550548223,5.032443812,6.493881409,5.258607924,6.482072555,5.62629664,6.493715937,5.952312478,5.811173684,5.31346815,0.5612287314,-0.04717596552
