mix,role,start_seconds,end_seconds,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,pc1,pc2
McG-H,candidate,14,20,0.0482830815,22.52508861,0.0278015472,-0.01289386582,,6.170188285,3.334465201,5.929295557,3.845710433,5.386560345,3.675088212,5.076664158,3.421989887,5.040909848,3.507398804,4.719043593,3.348749075,4.388207582,3.212118413,4.435870984,3.109604044,4.692397993,3.466105914,4.797519997,3.532735513,4.763609061,3.62771065,4.549448131,3.40052437,4.66818058,3.554745638,4.865644414,3.646836636,5.066517857,3.847659095,5.00121301,3.752684895,5.359036848,4.036384146,5.449794305,4.313186477,5.844488372,4.653162595,5.824369047,4.711750294,6.05504213,5.048162901,6.058945838,5.424072818,6.172390484,5.756706608,5.631430833,5.097703834,-0.6676764423,0.2360183124
DU-I,candidate,18,24,0.05410442874,24.44444549,0.09639922529,-0.09003137052,,6.235073708,3.740329723,5.95080186,4.635848579,5.567794719,4.445762485,5.379561069,4.443662398,5.412821619,4.258186556,4.994585935,3.985560207,4.570887869,3.878617607,4.677065935,3.966256419,4.672188979,4.196076791,4.903998867,4.075088498,4.934346267,4.192382793,4.80079089,4.073148067,4.974792627,4.299098086,5.152294511,4.268048285,5.260369246,4.480895192,5.403094585,4.573654109,5.969283308,5.002053404,6.026763575,5.08333258,6.377317232,5.36162845,6.53128129,5.295599821,6.674184505,5.59831677,6.707957787,5.880293969,6.655493823,5.946887131,5.195094648,4.517709007,0.1946595152,0.8132722302
DU-J,candidate,18,24,0.05410442501,20.45655833,0.2145915627,0.5968024731,,6.056211477,5.169630847,6.010926799,5.30976392,5.859977259,5.135204319,4.984059957,4.527703739,5.416358681,4.571922463,5.414254347,4.587051629,4.63926219,4.198138699,5.059104887,4.392309751,4.962046942,4.495993033,5.270781324,4.496761631,5.277652082,4.536438199,4.993458336,4.294480665,4.964477063,4.36249616,5.107665389,4.356159203,5.117561409,4.430133189,5.037221177,4.410676063,5.571692602,4.834614102,5.510779594,4.850449862,5.817019942,5.154733309,5.920282675,5.243380275,5.964516471,5.320937804,5.698666058,5.228755076,5.438613092,5.114874779,3.706588888,3.409141379,0.3879222645,0.8845587726
DU-K,candidate,18,24,0.05410442874,23.42563433,0.1835272908,0.02191386744,,6.027096316,5.133418338,5.887236363,5.060032624,5.773706646,4.342763788,5.230295901,4.052227623,5.013080362,3.581290269,4.799771853,2.982141743,4.496929649,3.13492378,4.447140268,3.421173456,4.580657914,2.966926764,4.486043265,3.21845226,4.561325352,3.469394855,4.305572641,3.119456998,4.478470567,3.352344489,4.533337827,3.673136093,4.761008036,3.62229728,4.832767643,3.875565109,5.253595184,4.177817279,5.183518871,4.160821823,5.502729042,4.375946822,5.550469979,4.016824791,5.519568703,3.982947022,5.156284513,3.615633599,4.612900982,2.291107181,2.849159896,-0.428159611,-0.49493785,1.074311174
DU-L,candidate,18,24,0.05410443246,19.53728121,0.03179480135,-0.03058660403,,6.170965725,2.317085237,5.598377718,2.827510788,5.437117664,3.052373613,4.887204485,3.157404402,5.26868435,3.292892901,5.113329414,3.498783196,4.503710506,3.481377832,4.939118585,3.626223591,4.972838337,3.795466629,5.260573386,3.660733007,5.310085271,3.738537011,5.155372448,3.589864249,5.233697938,3.952180262,5.365527077,3.824429888,5.460667629,4.093356241,5.538545472,4.212900908,6.013987861,4.488491856,5.96881091,4.597344338,6.348903257,4.974477249,6.482397217,4.960390532,6.646982063,5.275274095,6.722263371,5.547196294,6.676455416,5.724109438,5.229375977,4.128698851,-0.09610504344,-0.2309388371
DU-M,candidate,18,24,0.05410443246,18.88489213,0.05001368746,-0.006421656348,,6.262300516,2.90117674,6.059592478,4.055292537,5.758576179,4.115754835,5.32726164,3.998508319,5.382999496,3.734505089,5.324235271,3.705942112,4.608545302,3.765698534,5.071173659,3.808588104,4.922391587,4.053273668,5.241221926,3.759383353,5.298266931,3.834387908,4.952282877,3.596238728,4.916704097,3.839128997,5.065501745,3.645805104,5.132349787,3.859425521,5.091304678,3.912073927,5.639295286,4.149725927,5.614145894,4.321774119,5.971836942,4.597440213,6.045726933,4.561186024,6.155033746,4.670261576,6.136354547,4.688664099,6.046494296,4.496477216,4.547355682,2.497777277,-0.1323943285,-0.1838070468
DU-N,candidate,18,24,0.05410442874,16.73465227,0.01240866724,-0.006378507707,,6.420574734,1.521275378,6.224093551,3.565318977,5.639331469,3.964939534,4.963109872,3.512484837,4.921174041,3.359620403,5.126916406,3.339658444,4.759447494,2.959762841,4.578384659,3.291937556,4.758345477,3.191240006,5.123541579,3.452869057,4.790926854,3.498505443,4.692063969,3.321847468,4.795486862,3.355824249,4.87031939,3.310200807,4.905336858,3.199211895,5.040583656,3.147799258,5.483902926,3.571226353,5.484627897,3.35888224,5.872621578,3.489592351,5.969423435,3.311017939,6.251152902,3.11151472,6.45855971,2.26889721,6.425729545,1.294327568,4.982085086,-1.034245368,-0.6209214756,-0.7523649984
PXL-S6,candidate,18,24,0.05410442874,21.53220777,0.03660545498,0.00317960931,,6.422635234,3.248992567,5.929261891,4.1954544,5.547537539,4.134965016,5.121799124,3.939441629,5.188795441,3.935293194,4.949179672,3.79525352,4.419874702,3.530833602,4.631614405,3.535613814,4.621571689,3.617607204,4.812981514,3.711335994,4.887820271,3.792914213,4.625710982,3.634359052,4.725550049,3.792081999,4.899812156,3.866134922,5.088873707,4.043713893,5.134412756,4.040941056,5.761520186,4.563532172,5.768776443,4.770591092,6.106143186,5.102318968,6.183462223,5.089325882,6.185238951,5.25437791,6.00484834,5.383897612,5.827150084,5.394367599,4.253399455,3.833351962,-0.2154357663,0.1546874842
UCP-A1,candidate,18,24,0.05410442501,19.58518444,0.02858958952,-0.005927409045,,6.390217703,2.932582553,6.171881021,3.680832391,5.779112373,3.525309826,5.546820915,3.58977546,5.287488599,3.583694638,5.001681616,3.437658806,4.504793079,3.277617111,4.887969654,3.35536838,4.761129858,3.483633973,5.116176986,3.558169783,5.178244318,3.79316161,4.901394539,3.660019751,4.947592512,3.879704183,5.073230005,4.028089246,5.126750704,4.2109979,5.153322325,4.237749389,5.733059475,4.631567609,5.711418711,4.869639057,6.006954358,5.085956784,6.085729645,4.984563883,6.120790687,5.192077837,6.035158155,5.305681053,5.98059407,5.286825706,4.456698532,3.70904024,-0.1522884914,-0.1602124973
UCP-A2,candidate,18,24,0.05410442874,20.14859765,0.0365395844,-0.01324772649,,6.326844192,3.11173891,6.029937947,3.814462121,5.771194338,3.674489761,5.427167458,3.669999307,5.308544431,3.69742276,5.140115563,3.592351256,4.526718929,3.465417836,5.00185307,3.548065078,4.9488699,3.669249781,5.294712788,3.767143367,5.327300446,3.935799121,5.021127678,3.787296889,5.088319922,3.993811953,5.170508845,4.142935792,5.227867882,4.320902909,5.248757554,4.323970851,5.830443121,4.716070482,5.801568088,4.969977308,6.116757864,5.165012013,6.199404336,5.051483523,6.212892144,5.255730998,6.075101302,5.38251258,5.979487796,5.399479469,4.42059511,3.834854553,-0.03294307505,-0.04359808235
McG-A,candidate,18,24,0.05410442874,19.82029691,0.02716955356,-0.001047395868,,6.378856016,3.271975727,5.816509215,3.811031521,5.568984679,3.912552568,4.92881567,3.681939256,5.094496299,3.911341651,5.103718928,3.932791513,4.551299765,3.773656346,4.914330461,3.880502498,4.922472246,3.934359783,5.181647341,4.040397774,5.326260092,4.047524541,4.996887306,3.768792338,4.964754224,3.858266431,5.059371812,3.78273428,5.114810907,3.815377666,4.971324978,3.692183055,5.57987098,4.122209059,5.436675038,4.17031324,5.722556794,4.420146029,5.796617604,4.478014443,5.773059857,4.569601557,5.566244479,4.581679173,5.42971279,4.608549096,4.622366112,3.901250583,-0.2835551691,-0.1758252959
McG-C,candidate,18,24,0.05410443991,18.86562177,0.08841148019,-0.01974247023,,6.440904972,3.178896247,5.992853421,4.355603108,5.437689262,4.571288468,4.673008546,3.943208778,4.918841017,4.055935647,4.811203143,4.222973137,4.312862853,3.66511922,4.585237164,3.887766841,4.636354795,3.953152752,4.817707758,4.140827194,4.847195202,4.236399498,4.646113141,3.936312392,4.624962091,4.085144755,4.747319938,4.169340698,4.749965122,4.312873834,4.645010217,4.118167135,5.088220592,4.606711391,5.117755972,4.66327086,5.542901036,5.093592184,5.697039146,5.173512881,5.733358715,5.258901596,5.61374887,5.115517835,5.537150024,5.112500693,4.780882204,4.382001318,-0.1880765462,0.06438567012
McG-H,candidate,18,24,0.05410443619,20.96337103,0.04126385599,-0.0106706908,,6.266222923,3.496038567,5.987741875,3.988393542,5.536489122,3.838857769,4.954097132,3.578981752,5.205418658,3.791945246,5.0797019,3.848268347,4.546593424,3.678273959,4.836828473,3.772164341,4.815496771,3.809056049,5.06421688,3.841112953,5.132968023,3.855053664,4.897215267,3.687561362,4.904233717,3.889959502,5.094571656,3.87431721,5.210693675,4.050847385,5.234248107,4.059755866,5.858825584,4.489360286,5.860854543,4.739407266,6.287143105,5.034900367,6.396006382,5.158499254,6.476979977,5.46167976,6.360656178,5.704572341,6.298369536,5.903386496,5.563387338,5.092554095,-0.08391240315,0.05242806687
DU-I,candidate,22,28,0.0476715602,24.78328611,0.1146781668,-0.0980379805,,6.069383303,3.525058875,5.844631559,4.443187821,5.463641179,4.436674647,5.373407567,4.605958639,5.267564705,4.124904038,4.809973118,3.872384018,4.538536537,3.878173901,4.49921945,4.028758821,4.59988876,4.306400296,4.758034869,4.238807284,4.755931152,4.219460809,4.685972698,4.108225919,4.655894023,4.197777153,4.775441862,4.096794772,4.884127607,4.315544001,5.114285192,4.375788475,5.573640721,4.687869034,5.609733557,4.702979122,5.950864347,4.900569639,6.13918275,4.811502117,6.243376881,5.085137126,6.339418446,5.424574898,6.33134092,5.585805293,4.908534728,4.269487924,-0.2313338042,1.002229647
DU-J,candidate,22,28,0.04767156765,19.84053382,0.2504935861,0.601337254,,5.935688281,5.044800542,5.914747901,5.161157971,5.599944899,5.037786879,4.919416811,4.694160131,5.3288195,4.446686043,5.11081809,4.356429652,4.639502852,4.1792163,4.768710012,4.291842921,4.931793233,4.514201343,5.036560247,4.460100245,5.033286105,4.409567813,4.737683589,4.185641233,4.48981373,4.097008322,4.555647719,3.993301492,4.596331912,4.104079821,4.654267144,4.132320745,5.065031708,4.435027668,5.017811033,4.417800678,5.277944204,4.648224453,5.411736404,4.735775487,5.401797889,4.792196579,5.322815664,4.85132789,5.179510271,4.817805977,3.515777374,3.19130611,-0.1092124282,1.023157948
DU-K,candidate,22,28,0.04767156392,24.11092363,0.163370654,0.01190581825,,5.81513393,4.90986269,5.581158644,4.822234103,5.666536136,4.108132547,5.403617164,3.851572329,4.849573151,3.33345988,4.675084632,2.711343778,4.509355735,2.835869987,4.476226292,3.204028173,4.656990406,2.669729291,4.586153424,2.967201548,4.540356497,3.197707264,4.23996018,2.857323764,4.275499798,3.074266439,4.217110824,3.281472642,4.459645337,3.306447198,4.548023757,3.575007405,4.909756576,3.921759062,4.820062612,3.872180119,5.072612287,4.015492214,5.128258514,3.703373482,4.989473643,3.642046309,4.743205194,3.275668817,4.289590835,1.868756544,2.527687015,-0.8451667549,-1.030385622,1.130346997
DU-L,candidate,22,28,0.04767156392,20.67977643,0.03542081267,-0.05262114853,,6.003607988,1.342887802,5.443243322,2.116443343,5.192184221,2.935507939,4.768459031,3.263345247,5.153449312,2.916978254,4.935663404,3.059359422,4.493794775,3.1543369,4.738703454,3.402516278,5.035421124,3.746025529,5.220753446,3.712426952,5.217250504,3.693673977,5.125610981,3.708187537,5.053828779,3.958972809,5.03910801,3.792184198,5.138605899,4.058914989,5.282254616,4.163715255,5.60361554,4.317821013,5.552753096,4.289137768,5.903035646,4.531080737,6.078784768,4.456345797,6.247851755,4.806009551,6.445699456,5.216335343,6.494294765,5.423317831,5.088947514,3.896652344,-0.5569838374,-0.02596208885
DU-M,candidate,22,28,0.0476715602,19.76853104,0.07682810724,-0.008360768668,,6.082778012,2.757894048,5.91227151,3.698668283,5.575234238,4.178198036,5.293852748,4.292526653,5.307733826,3.566610497,5.120168167,3.624076985,4.644278706,3.737541113,4.809121884,3.873725623,4.899281522,4.11730261,5.027889052,3.962140443,5.039851302,3.852993793,4.783042284,3.701579766,4.554308428,3.801054773,4.572563394,3.554973555,4.624146412,3.783540663,4.686936521,3.789223724,5.104391544,3.920565675,5.102289684,3.981083659,5.430282852,4.190003192,5.573537946,4.090475665,5.7077885,4.24577669,5.839198301,4.426717043,5.848365883,4.32179009,4.391231113,2.413421115,-0.5646910076,0.1192402972
DU-N,candidate,22,28,0.04767156765,17.96091106,0.01711508445,-0.02015454881,,6.270556647,1.456229844,6.014597173,3.387028595,5.470767763,3.899835954,4.922181463,3.760918002,4.758042631,3.315242975,4.971369666,3.155343217,4.711589681,3.048402858,4.365234571,3.143309921,4.622827623,3.350144547,4.875190369,3.475087734,4.580340769,3.477624373,4.528138012,3.279576682,4.513249564,3.124576649,4.551254921,2.891614782,4.591824726,2.871758502,4.721601621,2.918501456,5.062484409,3.212043796,5.03395654,3.03265192,5.434473452,3.103141437,5.554837156,2.946587378,5.859745245,2.669769159,6.172034529,2.001843996,6.224716835,1.110653688,4.8111607,-1.18568115,-1.104704223,-0.5137418892
PXL-S6,candidate,22,28,0.04767156392,19.41986592,0.03070152551,-0.01703718863,,6.272094753,2.957780164,5.794445355,4.060820294,5.421450897,4.089901893,5.134789886,4.057123807,4.987673584,3.688765751,4.75951517,3.625126372,4.401414616,3.393034062,4.441780402,3.258013813,4.58498913,3.497007022,4.650125261,3.47121174,4.660660038,3.469473329,4.443161377,3.32894694,4.325049093,3.37188519,4.384932378,3.489209227,4.553828449,3.65937225,4.723660297,3.649969798,5.232777046,4.065843409,5.255249214,4.288156858,5.549670928,4.560568528,5.651444666,4.52927783,5.601722061,4.721191628,5.564071105,4.981967974,5.528867288,5.086578822,4.016818268,3.595763665,-0.7909244728,-0.0744139846
UCP-A1,candidate,22,28,0.0476715602,20.4655644,0.02304228023,-0.004701480735,,6.250532405,2.670706724,6.025010996,3.424922318,5.662512744,3.521976925,5.529467666,3.656036956,5.191864689,3.334410709,4.805534198,3.25570665,4.448454191,3.217330131,4.611217627,3.222368117,4.733080054,3.419889138,4.882460461,3.456790366,4.922420858,3.593869491,4.706074285,3.444338339,4.521799413,3.600529675,4.600063755,3.784081737,4.679077737,3.920302192,4.72804043,3.867596766,5.151956598,4.164755496,5.145803887,4.365669717,5.375238041,4.527913972,5.54494474,4.392829591,5.546136325,4.620758802,5.634264998,4.894924034,5.707428771,4.989836863,4.253803909,3.522973923,-0.7390929168,-0.01958344287
UCP-A2,candidate,22,28,0.0476715602,21.24534208,0.02990709431,-2.407627107e-05,,6.170270481,2.416548963,5.887046134,3.547118916,5.633421905,3.704644732,5.445924581,3.756000115,5.230321374,3.473094183,4.933112883,3.467221948,4.495580734,3.416754134,4.671427091,3.390358696,4.86182462,3.569536374,5.026822375,3.613065247,5.035523597,3.732021277,4.813370838,3.624215076,4.645087786,3.790365566,4.694909025,3.942043967,4.800269887,4.029757281,4.856375856,3.981690533,5.280066103,4.300690194,5.290104762,4.497181943,5.536233071,4.650301277,5.68948419,4.515466643,5.648103814,4.730551979,5.697074723,5.002577719,5.733170131,5.103170694,4.242314479,3.680529091,-0.6084870642,0.1210134935
McG-A,candidate,22,28,0.04767155647,17.04499605,0.02041547187,0.04114707187,,6.236335444,2.859101562,5.610282804,3.550604013,5.323945065,3.788720914,4.954583836,3.714888486,4.908544822,3.615142819,4.813446268,3.512579417,4.532523106,3.472738497,4.652473993,3.421659223,4.858794953,3.67261899,5.000605606,3.694863796,5.078464727,3.69140302,4.794001269,3.481600773,4.49727743,3.389116283,4.486365211,3.314200952,4.521246855,3.322428482,4.491821963,3.240712185,4.971540548,3.574907575,4.896236638,3.67836075,5.112048215,3.855400846,5.246872304,3.926661473,5.209475951,4.039221778,5.181694789,4.207798064,5.199043127,4.362967004,4.602136163,3.889658369,-0.9190420448,-0.5007185441
McG-C,candidate,22,28,0.04767156765,17.70055709,0.04322997108,-0.001713462058,,6.216711015,2.591791453,5.799317501,3.915523532,5.398108514,4.086886102,4.766395502,3.937556419,4.923682879,3.380659007,4.776819101,3.202409362,4.377995102,3.227635177,4.43495944,3.215155592,4.665244546,3.247118498,4.815432441,3.150816613,4.860154492,3.17682767,4.646595923,3.087972256,4.374399085,3.265411223,4.417232047,3.185318118,4.512901405,3.372351072,4.452644684,3.407491088,4.836326844,3.621262883,4.881056515,3.729498426,5.281051527,3.971570938,5.490471138,4.059854589,5.505522378,4.271905491,5.433764592,4.593644046,5.434568734,4.846071381,4.764945396,4.317202556,-0.95227498,-0.3039857861
McG-H,candidate,22,28,0.0476715602,20.31652315,0.02861849032,-0.03747963905,,6.148970229,3.234784253,5.892266312,3.790474216,5.370300873,3.760622885,4.93343594,3.568132326,5.114905519,3.428766489,4.880081423,3.376696957,4.540622125,3.306813843,4.66406954,3.329927222,4.814799688,3.509874702,4.950141188,3.529988741,5.00972648,3.581320358,4.800803297,3.451415786,4.582215079,3.538046656,4.652960663,3.617169326,4.800498956,3.795680151,4.891652911,3.80200947,5.389008172,4.106602896,5.415557526,4.287360147,5.805306372,4.56592996,5.967320619,4.660498125,5.991268439,4.970658129,6.040645738,5.340978814,6.112112642,5.661983358,5.568637564,5.054929156,-0.6443773375,-0.03141565117
DU-I,candidate,26,32,0.0482160598,25.02409344,0.1090170443,-0.09931301326,,6.028430914,3.577828697,5.840456684,4.503344391,5.510609001,4.40381787,5.375146363,4.626549141,5.129628196,4.071555581,4.627345495,3.763973186,4.421222995,3.885135273,4.457294771,4.065610066,4.302506741,4.230947379,4.391710207,4.113980078,4.360412294,4.139228262,4.402712761,3.961725444,4.649165362,4.342461844,4.884886147,4.146699531,4.928667554,4.285773479,4.967895163,4.293480185,5.568076431,4.653907119,5.714222785,4.695895909,6.046544425,4.924702743,6.126369563,4.773924317,6.281938687,5.134884915,6.473989081,5.561624079,6.490629987,5.702651613,5.056313734,4.331922154,-0.2781004106,1.01715236
DU-J,candidate,26,32,0.04821606353,19.93522473,0.2428788096,0.6128983498,,5.907216183,5.041235161,5.895402475,5.172315153,5.816297234,5.091394888,5.0353564,4.734559814,4.892455905,4.162601713,4.739585161,4.091204178,4.492010205,4.115859167,4.619368563,4.255256134,4.431119565,4.344695094,4.408263041,4.173981736,4.319010633,4.111036857,4.293094569,3.93879161,4.47659631,4.228991142,4.709748811,4.080098291,4.67459557,4.105618306,4.521740625,4.062007765,5.050521912,4.419715979,5.110911748,4.472930495,5.372736416,4.727406702,5.428544726,4.751718956,5.503589123,4.887386796,5.496026869,4.98351995,5.351495774,4.960226782,3.64726948,3.28822869,-0.2120605365,1.026222636
DU-K,candidate,26,32,0.04821605608,23.98954657,0.1761979461,0.01503752638,,5.793788292,4.891064795,5.633011821,4.804183302,5.658944842,4.0870785,5.429046143,3.839870395,4.635596114,3.330495466,4.465046492,2.713213031,4.481343767,2.851779953,4.457780297,3.18957165,4.519197016,2.710739856,4.358391278,2.950465608,4.303108365,3.125550853,3.969684667,2.78786172,4.352952001,3.099196822,4.266346675,3.377606785,4.409564532,3.310595068,4.458195725,3.57527211,4.876953069,3.891147,4.891296916,3.872526471,5.134153646,4.049123332,5.066300672,3.751357062,4.964060448,3.689449738,4.791639414,3.345028986,4.399521846,1.913436937,2.632216517,-0.842431027,-1.031738373,1.17172737
DU-L,candidate,26,32,0.04821606353,20.0789637,0.03040692955,-0.0441999808,,5.931646363,1.252054845,5.400193814,2.025493253,5.460403254,2.721449614,4.801880378,3.173292199,4.762036039,2.829081635,4.549046873,2.887393592,4.34598101,3.106245507,4.645112165,3.374275957,4.678158768,3.635517929,4.740308258,3.575309192,4.64444898,3.652848926,4.719517591,3.541994936,5.048550333,4.064777003,5.168620857,3.741857351,5.165039134,3.922956412,5.086020141,4.00465849,5.624233542,4.181330091,5.703834782,4.1497717,6.003926781,4.443191487,6.036916572,4.348561955,6.229412283,4.820223244,6.475124546,5.250605457,6.53990725,5.482011718,5.108038327,3.905246481,-0.6601157986,-0.1172689888
DU-M,candidate,26,32,0.0482160598,19.08107117,0.07815941423,-0.01039240044,,6.135288,2.858523183,5.947162204,3.817359838,5.708643623,4.047985009,5.3321541,4.343872439,5.099293959,3.644104848,4.812110588,3.567426201,4.546787011,3.825421588,4.66651462,3.980084956,4.447509979,4.184704651,4.437773901,3.969387471,4.369618622,3.960518756,4.284941764,3.698765824,4.480941971,4.06206363,4.692613725,3.676151354,4.643781897,3.843899253,4.490013328,3.8167257,5.089746095,3.969487568,5.209135763,4.022543274,5.50396318,4.272674648,5.535452249,4.181542501,5.739289219,4.356949598,5.984713208,4.587811573,6.032716375,4.551656908,4.583147587,2.621945532,-0.5759713653,0.06535075316
DU-N,candidate,26,32,0.04821606725,18.02262423,0.01414774451,-0.01385903731,,6.233078785,1.436063196,6.033690653,3.433024849,5.5044449,3.984949956,4.951051787,3.805023081,4.633319774,2.978556581,4.834832055,2.882171979,4.706028142,2.915621109,4.380621404,3.100311932,4.466207178,2.988578765,4.636622503,2.932484756,4.43367689,2.918460608,4.427807032,2.854194781,4.583794503,3.230015399,4.634002737,3.018928035,4.615874075,2.846084287,4.646980706,2.770225236,5.054599516,3.198207818,5.081614714,3.175484905,5.469009033,3.21438101,5.568747948,2.935644488,5.910657645,2.774064536,6.271228479,2.148630855,6.324924777,1.264533399,4.927250833,-0.8068909601,-1.163068359,-0.5155874732
PXL-S6,candidate,26,32,0.04821606353,19.54900152,0.03052802011,-0.01182040852,,6.255580451,2.920317587,5.779665516,4.032297484,5.503200067,4.143961274,5.163614461,4.049057236,4.805443956,3.618320371,4.502933841,3.451968927,4.347023532,3.397012319,4.385022268,3.270607418,4.343464861,3.383258711,4.270459262,3.325194297,4.163574264,3.32926483,4.010978299,3.17960088,4.273220371,3.405524379,4.48997013,3.572720251,4.557270734,3.677407303,4.517228928,3.523700531,5.196595147,4.035130934,5.345922266,4.296979922,5.615774636,4.624037656,5.567294712,4.561181983,5.574854267,4.833628037,5.642556926,5.148457597,5.648894556,5.24419452,4.146231783,3.745371153,-0.8535610772,-0.0466116685
UCP-A1,candidate,26,32,0.04821605608,21.02129196,0.0238307137,-0.003048406448,,6.232053348,2.658213026,6.01692786,3.464323391,5.76612393,3.417168349,5.600202268,3.679892554,5.041694706,3.368123661,4.600079576,3.255737363,4.372746684,3.265150224,4.526154482,3.293456999,4.391056035,3.447210364,4.276919542,3.477981666,4.266256616,3.659423622,4.325830736,3.435106346,4.513596681,3.698130335,4.732900258,3.852533943,4.724375367,3.982014666,4.586922203,3.842665069,5.151437399,4.170215962,5.271014251,4.381633214,5.489093462,4.629547346,5.486079141,4.502116674,5.564693239,4.771396867,5.770392459,5.057985222,5.900261218,5.154037536,4.443280049,3.65065107,-0.7612082389,0.07065089878
UCP-A2,candidate,26,32,0.0482160598,21.74344072,0.0316978246,0.002559266519,,6.159328815,2.487504132,5.875348024,3.561270006,5.762189511,3.60862904,5.523273741,3.770440119,5.037520175,3.513840578,4.69665668,3.448273211,4.431083522,3.447208232,4.587933555,3.485801812,4.46299764,3.59438348,4.406841447,3.655429679,4.372349564,3.828025722,4.424706059,3.637620701,4.630591889,3.879350658,4.827673382,4.022927684,4.830250924,4.120090952,4.704515148,3.968140502,5.28537441,4.318433262,5.419021787,4.519913254,5.649593077,4.753286598,5.632858341,4.63144873,5.671966754,4.909480984,5.847892677,5.177524355,5.932798282,5.307767842,4.417756656,3.812758639,-0.6276340174,0.2113873871
McG-A,candidate,26,32,0.0482160598,17.32321786,0.01559602004,0.03510349244,,6.178446052,2.799145055,5.553533537,3.494059127,5.582233675,3.780617495,4.992861706,3.646369,4.519140653,3.314752279,4.439082305,3.221611261,4.387989121,3.311990489,4.572559796,3.366241284,4.545496061,3.444033696,4.385625369,3.315158515,4.373117632,3.285490294,4.252878666,3.108792092,4.478601846,3.365303086,4.689595235,3.406229673,4.587516253,3.36498693,4.249557117,3.047396795,5.01466369,3.553802229,5.080592994,3.74801068,5.265520559,3.926097187,5.217462214,3.905131271,5.212090654,4.041475934,5.244394337,4.25640402,5.276881378,4.435181047,4.670166128,3.952193977,-1.049068159,-0.468700147
McG-C,candidate,26,32,0.04821606353,18.96612672,0.0343696624,-0.01411918364,,6.195976374,2.56711065,5.757292049,3.880715404,5.502241686,3.842720993,4.819575568,3.876163631,4.522308993,3.274389949,4.430965631,2.965277017,4.252164582,3.164165522,4.299070746,3.235023139,4.22541927,3.162128589,4.257913606,3.059398629,4.163804647,3.240527041,4.189166611,3.039802268,4.311024231,3.505781182,4.525601052,3.238453037,4.497513436,3.345778343,4.266232447,3.356775589,4.773342989,3.610046704,4.963985243,3.727508454,5.33150958,3.959836144,5.412733864,4.064248616,5.495150327,4.304877473,5.535500164,4.689906425,5.544306062,4.953609004,4.855645255,4.436735117,-1.073489498,-0.1709834276
McG-H,candidate,26,32,0.04821606725,20.49749849,0.02758753113,-0.03772730008,,6.127936808,3.172704724,5.831956429,3.762633898,5.505442787,3.752155198,4.979199914,3.557885035,4.851244981,3.321480595,4.587866227,3.245348228,4.440307524,3.291178585,4.58588186,3.330886273,4.473859566,3.436103621,4.412102723,3.454426891,4.345727859,3.512114701,4.360751536,3.332402252,4.562809351,3.609460286,4.773676834,3.665745375,4.791262552,3.796150493,4.673721389,3.707205822,5.341968738,4.07487889,5.50036008,4.306381549,5.834996201,4.599186013,5.862561465,4.644991477,5.963196504,4.995235897,6.113796883,5.432379279,6.219303341,5.775890014,5.668977193,5.148143914,-0.7285677151,0.002470386987
DU-I,candidate,30,36,0.05401896313,24.15704889,0.101770632,-0.1055831611,,6.070372197,3.867307054,5.875635039,4.620067977,5.59666273,4.432986908,5.487375138,4.415549123,5.33950685,4.223372534,5.013458259,4.050101325,4.682127424,3.989369255,4.758000825,4.013524335,4.768505032,4.176586378,4.765237892,4.029160289,4.682263306,3.983501241,4.742148996,3.884290423,4.972891806,4.120113478,5.197794276,4.285407236,5.382846782,4.493984914,5.395046885,4.665946884,5.884122718,5.085427235,6.140141924,5.317746741,6.368107944,5.518630047,6.461108982,5.502447235,6.671848106,5.779041156,6.833289834,6.045824246,6.780420374,5.997323734,5.255087017,4.503538412,0.2086922174,0.8226945116
DU-J,candidate,30,36,0.05401894823,19.35114315,0.2341578156,0.603736937,,5.950311705,5.130827543,5.964274651,5.320248105,5.753436267,5.107903275,5.390327026,4.644109472,5.525864794,4.659685858,5.108128965,4.431044435,4.722100149,4.233719187,5.065420732,4.3792361,4.909645958,4.444264466,4.676575119,4.224335148,4.634955056,4.102408229,4.76846414,3.998563195,4.922471071,4.168884598,5.026403243,4.231984382,5.087751089,4.357382868,4.940699873,4.40172652,5.329962831,4.737214953,5.472396137,4.884969378,5.625571978,5.067285886,5.679787048,5.147644088,5.741514079,5.252942261,5.718075334,5.280591563,5.502083966,5.125203468,3.669168899,3.322768494,0.2938880361,0.8574934947
