mix,source_file,reference_mix,start_seconds,end_seconds,candidate_source_start_seconds,duration_seconds,alignment_offset_ms,alignment_confidence,is_current_nonmatch,is_perceptual_note_mix,is_main_study_mix,excluded,exclusion_reasons,stereo_width_diff_db,mono_corr,null_diff_db_rel,raw_level_delta_db,true_peak_ref_dbfs,true_peak_cand_dbfs,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,standardised_full_distance,scalar_distance,bark_distance,distance_band,recommendation_score_lower_better,shortlisted,recommended
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,22,28,22.022,6,22,0.2738106804,false,false,false,false,,2.361969727,0.3074419821,-0.4312140424,1.357516028e-06,-5.472789673,-8.734254351,0.04767156765,17.70055709,0.04322997108,-0.001713462058,-13.64215085,6.216711015,2.591791453,5.799317501,3.915523532,5.398108514,4.086886102,4.766395502,3.937556419,4.923682879,3.380659007,4.776819101,3.202409362,4.377995102,3.227635177,4.43495944,3.215155592,4.665244546,3.247118498,4.815432441,3.150816613,4.860154492,3.17682767,4.646595923,3.087972256,4.374399085,3.265411223,4.417232047,3.185318118,4.512901405,3.372351072,4.452644684,3.407491088,4.836326844,3.621262883,4.881056515,3.729498426,5.281051527,3.971570938,5.490471138,4.059854589,5.505522378,4.271905491,5.433764592,4.593644046,5.434568734,4.846071381,4.764945396,4.317202556,0.800535685,0.6129116722,0.5149724895,close_to_moderate,0.839378463,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,22,28,22.022,6,22,0.2619281979,false,false,false,false,,0.5705873481,0.3110401813,-0.4418997935,-1.822578912e-13,-5.472789673,-6.118289487,0.0476715602,20.31652315,0.02861849032,-0.03747963905,-15.43353323,6.148970229,3.234784253,5.892266312,3.790474216,5.370300873,3.760622885,4.93343594,3.568132326,5.114905519,3.428766489,4.880081423,3.376696957,4.540622125,3.306813843,4.66406954,3.329927222,4.814799688,3.509874702,4.950141188,3.529988741,5.00972648,3.581320358,4.800803297,3.451415786,4.582215079,3.538046656,4.652960663,3.617169326,4.800498956,3.795680151,4.891652911,3.80200947,5.389008172,4.106602896,5.415557526,4.287360147,5.805306372,4.56592996,5.967320619,4.660498125,5.991268439,4.970658129,6.040645738,5.340978814,6.112112642,5.661983358,5.568637564,5.054929156,0.8580660836,0.1212201031,0.8494604702,close_to_moderate,0.2445469119,true,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,26,32,26,6,0,0.5350754071,false,true,false,false,,6.715453602,0.5280534867,-1.419687386,-1.803292362e-13,-6.923652953,-1.312071848,0.0482160598,25.02409344,0.1090170443,-0.09931301326,-9.625055379,6.028430914,3.577828697,5.840456684,4.503344391,5.510609001,4.40381787,5.375146363,4.626549141,5.129628196,4.071555581,4.627345495,3.763973186,4.421222995,3.885135273,4.457294771,4.065610066,4.302506741,4.230947379,4.391710207,4.113980078,4.360412294,4.139228262,4.402712761,3.961725444,4.649165362,4.342461844,4.884886147,4.146699531,4.928667554,4.285773479,4.967895163,4.293480185,5.568076431,4.653907119,5.714222785,4.695895909,6.046544425,4.924702743,6.126369563,4.773924317,6.281938687,5.134884915,6.473989081,5.561624079,6.490629987,5.702651613,5.056313734,4.331922154,1.773819001,1.181338075,1.323206032,too_far,3.311003018,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,26,32,25.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_width_difference;extreme_stereo_imbalance,10.19440514,0.1270945418,-0.0707250677,6.710927986e-07,-6.923652953,-6.400940501,0.04821606353,19.93522473,0.2428788096,0.6128983498,-6.146103844,5.907216183,5.041235161,5.895402475,5.172315153,5.816297234,5.091394888,5.0353564,4.734559814,4.892455905,4.162601713,4.739585161,4.091204178,4.492010205,4.115859167,4.619368563,4.255256134,4.431119565,4.344695094,4.408263041,4.173981736,4.319010633,4.111036857,4.293094569,3.93879161,4.47659631,4.228991142,4.709748811,4.080098291,4.67459557,4.105618306,4.521740625,4.062007765,5.050521912,4.419715979,5.110911748,4.472930495,5.372736416,4.727406702,5.428544726,4.751718956,5.503589123,4.887386796,5.496026869,4.98351995,5.351495774,4.960226782,3.64726948,3.28822869,1.860775559,1.466527438,1.145330937,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,26,32,26.004,6,4,0.2325206703,false,false,true,true,extreme_stereo_width_difference,8.800517512,0.2298410176,-0.2357071208,-6.710932101e-07,-6.923652953,-2.346619727,0.04821605608,23.98954657,0.1761979461,0.01503752638,-7.539991469,5.793788292,4.891064795,5.633011821,4.804183302,5.658944842,4.0870785,5.429046143,3.839870395,4.635596114,3.330495466,4.465046492,2.713213031,4.481343767,2.851779953,4.457780297,3.18957165,4.519197016,2.710739856,4.358391278,2.950465608,4.303108365,3.125550853,3.969684667,2.78786172,4.352952001,3.099196822,4.266346675,3.377606785,4.409564532,3.310595068,4.458195725,3.57527211,4.876953069,3.891147,4.891296916,3.872526471,5.134153646,4.049123332,5.066300672,3.751357062,4.964060448,3.689449738,4.791639414,3.345028986,4.399521846,1.913436937,2.632216517,-0.842431027,1.555307147,1.322766699,0.8180883704,excluded,9999,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,26,32,26,6,0,0.6474959252,false,true,false,false,,1.170234657,0.6610900265,-2.495225119,6.710927986e-07,-6.923652953,-6.257200884,0.04821606353,20.0789637,0.03040692955,-0.0441999808,-15.17027432,5.931646363,1.252054845,5.400193814,2.025493253,5.460403254,2.721449614,4.801880378,3.173292199,4.762036039,2.829081635,4.549046873,2.887393592,4.34598101,3.106245507,4.645112165,3.374275957,4.678158768,3.635517929,4.740308258,3.575309192,4.64444898,3.652848926,4.719517591,3.541994936,5.048550333,4.064777003,5.168620857,3.741857351,5.165039134,3.922956412,5.086020141,4.00465849,5.624233542,4.181330091,5.703834782,4.1497717,6.003926781,4.443191487,6.036916572,4.348561955,6.229412283,4.820223244,6.475124546,5.250605457,6.53990725,5.482011718,5.108038327,3.905246481,1.251799704,0.1317795769,1.244844023,too_far,0.8481570903,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,26,32,26,6,0,0.4214250155,true,false,false,false,,5.270322189,0.4367337681,-0.9191005086,-1.803292362e-13,-6.923652953,-7.255094395,0.0482160598,19.08107117,0.07815941423,-0.01039240044,-11.07018679,6.135288,2.858523183,5.947162204,3.817359838,5.708643623,4.047985009,5.3321541,4.343872439,5.099293959,3.644104848,4.812110588,3.567426201,4.546787011,3.825421588,4.66651462,3.980084956,4.447509979,4.184704651,4.437773901,3.969387471,4.369618622,3.960518756,4.284941764,3.698765824,4.480941971,4.06206363,4.692613725,3.676151354,4.643781897,3.843899253,4.490013328,3.8167257,5.089746095,3.969487568,5.209135763,4.022543274,5.50396318,4.272674648,5.535452249,4.181542501,5.739289219,4.356949598,5.984713208,4.587811573,6.032716375,4.551656908,4.583147587,2.621945532,0.9945645166,0.3710412357,0.9227605209,too_far,2.375952539,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,26,32,26,6,0,0.6569947399,false,true,true,false,,-2.152619264,0.6334328934,-2.227449741,1.342185725e-06,-6.923652953,-8.313539922,0.04821606725,18.02262423,0.01414774451,-0.01385903731,-18.49312824,6.233078785,1.436063196,6.033690653,3.433024849,5.5044449,3.984949956,4.951051787,3.805023081,4.633319774,2.978556581,4.834832055,2.882171979,4.706028142,2.915621109,4.380621404,3.100311932,4.466207178,2.988578765,4.636622503,2.932484756,4.43367689,2.918460608,4.427807032,2.854194781,4.583794503,3.230015399,4.634002737,3.018928035,4.615874075,2.846084287,4.646980706,2.770225236,5.054599516,3.198207818,5.081614714,3.175484905,5.469009033,3.21438101,5.568747948,2.935644488,5.910657645,2.774064536,6.271228479,2.148630855,6.324924777,1.264533399,4.927250833,-0.8068909601,1.054234984,0.2631135987,1.020873467,too_far,1.244426983,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,26,32,25.999,6,-1,0.3458613705,false,false,false,false,,1.187494967,0.3733880492,-0.652080776,6.710927986e-07,-6.923652953,-6.787163339,0.04821606353,19.54900152,0.03052802011,-0.01182040852,-15.15301401,6.255580451,2.920317587,5.779665516,4.032297484,5.503200067,4.143961274,5.163614461,4.049057236,4.805443956,3.618320371,4.502933841,3.451968927,4.347023532,3.397012319,4.385022268,3.270607418,4.343464861,3.383258711,4.270459262,3.325194297,4.163574264,3.32926483,4.010978299,3.17960088,4.273220371,3.405524379,4.48997013,3.572720251,4.557270734,3.677407303,4.517228928,3.523700531,5.196595147,4.035130934,5.345922266,4.296979922,5.615774636,4.624037656,5.567294712,4.561181983,5.574854267,4.833628037,5.642556926,5.148457597,5.648894556,5.24419452,4.146231783,3.745371153,0.6706038551,0.0547699313,0.6683635127,too_close,9999,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,26,32,25.999,6,-1,0.3683306341,false,false,false,false,,0.1118794612,0.4158284657,-0.8244876432,-6.710932101e-07,-6.923652953,-5.314874008,0.04821605608,21.02129196,0.0238307137,-0.003048406448,-16.22862952,6.232053348,2.658213026,6.01692786,3.464323391,5.76612393,3.417168349,5.600202268,3.679892554,5.041694706,3.368123661,4.600079576,3.255737363,4.372746684,3.265150224,4.526154482,3.293456999,4.391056035,3.447210364,4.276919542,3.477981666,4.266256616,3.659423622,4.325830736,3.435106346,4.513596681,3.698130335,4.732900258,3.852533943,4.724375367,3.982014666,4.586922203,3.842665069,5.151437399,4.170215962,5.271014251,4.381633214,5.489093462,4.629547346,5.486079141,4.502116674,5.564693239,4.771396867,5.770392459,5.057985222,5.900261218,5.154037536,4.443280049,3.65065107,0.8963083561,0.2964257951,0.8458725774,close_to_moderate,0.122241424,true,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,26,32,25.999,6,-1,0.3280724438,false,false,false,false,,1.350803498,0.3879202722,-0.7082759179,-1.803292362e-13,-6.923652953,-4.592725089,0.0482160598,21.74344072,0.0316978246,0.002559266519,-14.98970548,6.159328815,2.487504132,5.875348024,3.561270006,5.762189511,3.60862904,5.523273741,3.770440119,5.037520175,3.513840578,4.69665668,3.448273211,4.431083522,3.447208232,4.587933555,3.485801812,4.46299764,3.59438348,4.406841447,3.655429679,4.372349564,3.828025722,4.424706059,3.637620701,4.630591889,3.879350658,4.827673382,4.022927684,4.830250924,4.120090952,4.704515148,3.968140502,5.28537441,4.318433262,5.419021787,4.519913254,5.649593077,4.753286598,5.632858341,4.63144873,5.671966754,4.909480984,5.847892677,5.177524355,5.932798282,5.307767842,4.417756656,3.812758639,1.07414737,0.4331396994,0.9829458645,too_far,0.7337038505,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,26,32,26.022,6,22,0.2330510863,false,false,false,false,,-1.729353362,0.186617041,-0.1539440466,-1.803292362e-13,-6.923652953,-9.012947575,0.0482160598,17.32321786,0.01559602004,0.03510349244,-18.06986234,6.178446052,2.799145055,5.553533537,3.494059127,5.582233675,3.780617495,4.992861706,3.646369,4.519140653,3.314752279,4.439082305,3.221611261,4.387989121,3.311990489,4.572559796,3.366241284,4.545496061,3.444033696,4.385625369,3.315158515,4.373117632,3.285490294,4.252878666,3.108792092,4.478601846,3.365303086,4.689595235,3.406229673,4.587516253,3.36498693,4.249557117,3.047396795,5.01466369,3.553802229,5.080592994,3.74801068,5.265520559,3.926097187,5.217462214,3.905131271,5.212090654,4.041475934,5.244394337,4.25640402,5.276881378,4.435181047,4.670166128,3.952193977,0.7296116523,0.388268119,0.6177224546,close_to_moderate,0.7542548393,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,26,32,26.022,6,22,0.2738106804,false,false,false,false,,1.702261888,0.2276922589,-0.231201646,6.710927986e-07,-6.923652953,-7.370038382,0.04821606353,18.96612672,0.0343696624,-0.01411918364,-14.63824709,6.195976374,2.56711065,5.757292049,3.880715404,5.502241686,3.842720993,4.819575568,3.876163631,4.522308993,3.274389949,4.430965631,2.965277017,4.252164582,3.164165522,4.299070746,3.235023139,4.22541927,3.162128589,4.257913606,3.059398629,4.163804647,3.240527041,4.189166611,3.039802268,4.311024231,3.505781182,4.525601052,3.238453037,4.497513436,3.345778343,4.266232447,3.356775589,4.773342989,3.610046704,4.963985243,3.727508454,5.33150958,3.959836144,5.412733864,4.064248616,5.495150327,4.304877473,5.535500164,4.689906425,5.544306062,4.953609004,4.855645255,4.436735117,0.5129560844,0.110799819,0.5008466279,too_close,9999,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,26,32,26.022,6,22,0.2619281979,false,false,false,false,,0.7476372104,0.2602313268,-0.3045385631,1.342185725e-06,-6.923652953,-5.838666168,0.04821606725,20.49749849,0.02758753113,-0.03772730008,-15.59287177,6.127936808,3.172704724,5.831956429,3.762633898,5.505442787,3.752155198,4.979199914,3.557885035,4.851244981,3.321480595,4.587866227,3.245348228,4.440307524,3.291178585,4.58588186,3.330886273,4.473859566,3.436103621,4.412102723,3.454426891,4.345727859,3.512114701,4.360751536,3.332402252,4.562809351,3.609460286,4.773676834,3.665745375,4.791262552,3.796150493,4.673721389,3.707205822,5.341968738,4.07487889,5.50036008,4.306381549,5.834996201,4.599186013,5.862561465,4.644991477,5.963196504,4.995235897,6.113796883,5.432379279,6.219303341,5.775890014,5.668977193,5.148143914,0.907786932,0.2019977724,0.885027691,close_to_moderate,0.3700732833,false,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,30,36,30,6,0,0.5350754071,false,true,false,false,,5.568970732,0.5550427732,-1.599393924,1.198003679e-06,-6.326596849,-1.192026691,0.05401896313,24.15704889,0.101770632,-0.1055831611,-9.923774866,6.070372197,3.867307054,5.875635039,4.620067977,5.59666273,4.432986908,5.487375138,4.415549123,5.33950685,4.223372534,5.013458259,4.050101325,4.682127424,3.989369255,4.758000825,4.013524335,4.768505032,4.176586378,4.765237892,4.029160289,4.682263306,3.983501241,4.742148996,3.884290423,4.972891806,4.120113478,5.197794276,4.285407236,5.382846782,4.493984914,5.395046885,4.665946884,5.884122718,5.085427235,6.140141924,5.317746741,6.368107944,5.518630047,6.461108982,5.502447235,6.671848106,5.779041156,6.833289834,6.045824246,6.780420374,5.997323734,5.255087017,4.503538412,1.572719338,1.065323916,1.156949036,too_far,2.708634351,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,30,36,29.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_width_difference;extreme_stereo_imbalance,9.187832114,0.1395641153,-0.08542654088,-1.198004166e-06,-6.326596849,-5.997934764,0.05401894823,19.35114315,0.2341578156,0.603736937,-6.304913484,5.950311705,5.130827543,5.964274651,5.320248105,5.753436267,5.107903275,5.390327026,4.644109472,5.525864794,4.659685858,5.108128965,4.431044435,4.722100149,4.233719187,5.065420732,4.3792361,4.909645958,4.444264466,4.676575119,4.224335148,4.634955056,4.102408229,4.76846414,3.998563195,4.922471071,4.168884598,5.026403243,4.231984382,5.087751089,4.357382868,4.940699873,4.40172652,5.329962831,4.737214953,5.472396137,4.884969378,5.625571978,5.067285886,5.679787048,5.147644088,5.741514079,5.252942261,5.718075334,5.280591563,5.502083966,5.125203468,3.669168899,3.322768494,1.705627542,1.373244813,1.011614549,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,30,36,30.004,6,4,0.2325206703,false,false,true,false,,7.510318564,0.2807086365,-0.3564482514,5.990017808e-07,-6.326596849,-2.281655723,0.0540189594,23.0674198,0.1591318995,0.01373024005,-7.982427035,6.006474034,5.065303563,5.984091896,4.948029646,5.745907551,4.216047065,5.201836933,3.890585676,5.001242142,3.513282648,4.693994493,2.875393804,4.370212825,3.035835725,4.395590145,3.35216221,4.425247665,2.902325306,4.109360695,3.135392143,4.078034378,3.305483707,3.977705898,2.976957736,4.236714365,3.168934647,4.353050805,3.629837102,4.632051398,3.507857513,4.736869088,3.849340623,5.024217384,4.108542316,5.10291397,4.032073062,5.304148335,4.298417743,5.273150772,3.924266855,5.250313086,3.961986431,5.097979998,3.611365939,4.633647619,2.302629084,2.739198485,-0.527386784,1.375865898,1.14712239,0.7596822962,too_far,3.441252652,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,30,36,30,6,0,0.6474959252,false,true,false,false,,0.5296331856,0.680186214,-2.697453894,-1.198004166e-06,-6.326596849,-7.020385276,0.05401894823,18.3286924,0.03189251572,-0.01526049245,-14.96311241,6.009900066,1.905359194,5.531866866,2.970012267,5.492932688,3.137458235,5.236212082,3.196675982,5.374935659,3.253698702,4.955607578,3.555627834,4.599378572,3.791957582,5.015467648,3.732010033,5.008513169,3.904997122,4.85840625,3.703205307,4.783052173,3.534148268,4.953114011,3.301720422,5.221871986,3.645386252,5.409883179,3.721606496,5.538886073,3.999890511,5.485356778,4.25050998,5.857101658,4.533059824,6.012876242,4.764528308,6.233113427,4.987733854,6.251553696,5.075234152,6.496002614,5.313399666,6.680697682,5.57003465,6.651990484,5.639399888,5.149256721,4.018376663,1.026108947,0.1301287817,1.017824185,too_far,0.3982558186,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,30,36,30,6,0,0.4214250155,true,false,false,false,,3.257986092,0.4398227286,-0.9336543943,1.198003679e-06,-6.326596849,-7.771972077,0.05401896313,17.57710283,0.05977560952,-0.01200566068,-12.23475951,6.115467085,3.26902114,5.945504669,4.264817538,5.667417787,4.231966289,5.520430921,3.941357598,5.463916013,3.764909713,5.10774238,3.861902321,4.733177238,3.949569434,5.053877648,3.883361259,4.931405711,4.096451838,4.73050426,3.849043816,4.67405353,3.695220051,4.683231229,3.417073925,4.927020391,3.661894939,5.037374259,3.66299339,5.128000908,3.888750259,5.04351894,4.079873636,5.413494141,4.34695299,5.547246556,4.555629949,5.799617307,4.734619465,5.841669472,4.771397683,6.047531101,4.813567066,6.220978876,4.753521775,6.150483144,4.526249658,4.634107619,2.462516982,0.8143333148,0.3392299107,0.7403119717,close_to_moderate,1.491403703,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,30,36,30,6,0,0.6569947399,false,true,true,false,,-4.073056888,0.6340592013,-2.233213455,-1.797006231e-06,-6.326596849,-8.762750818,0.0540189445,16.58632703,0.01105146203,-0.009461167268,-19.56580249,6.265914632,2.012111653,6.160136401,3.725891271,5.570408918,4.005640641,4.891372989,3.608779922,4.894279033,3.44495175,5.066771578,3.165330754,4.843523837,2.936836634,4.58562812,3.162517322,4.836874863,2.963159697,4.994930401,2.787372622,4.585071254,2.825979916,4.682472366,3.014435256,4.75907162,3.16423975,4.889909892,3.134134286,4.95659732,3.166540259,5.074326975,3.064181149,5.406355514,3.294679166,5.526362119,3.324064406,5.839496811,3.343793772,5.90029502,2.967114579,6.230049337,2.895034651,6.469004751,2.26162619,6.410821776,1.323607649,4.933747178,-0.9225684238,1.204407722,0.463194574,1.111777293,too_far,2.06675289,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,30,36,29.999,6,-1,0.3458613705,false,false,false,false,,1.81095833,0.3072870059,-0.4307578545,-1.198004166e-06,-6.326596849,-6.82348633,0.05401894823,18.52559116,0.04283721745,-0.006446344778,-13.68178727,6.308875636,3.324364057,5.903004839,4.288327673,5.472683125,4.161777763,5.230105374,3.983086068,5.222463615,3.898002687,4.853237373,3.89972228,4.451987874,3.70209888,4.618976546,3.68325373,4.632451307,3.734014962,4.482509088,3.670329552,4.389780435,3.550988308,4.458883394,3.500332968,4.718592567,3.716102931,4.880273274,3.919175696,5.050502561,4.086893075,5.035124233,4.087594205,5.505783441,4.587271463,5.737001527,4.942861383,5.943244098,5.158629738,5.925323078,5.190622162,5.97450094,5.333003669,6.006012977,5.490396874,5.860931144,5.41455396,4.256064501,3.809648062,0.6100778174,0.1336023852,0.5952691374,too_close,9999,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,30,36,29.999,6,-1,0.3683306341,false,false,false,false,,1.511408566,0.3696148782,-0.6379533143,5.990017808e-07,-6.326596849,-5.174232355,0.0540189594,20.17484357,0.03998216242,-0.01404289901,-13.98133703,6.305389234,2.959726993,6.115078956,3.769479996,5.677747594,3.607729992,5.587575705,3.595540675,5.297409035,3.625341569,4.838327882,3.595771812,4.57025017,3.517516558,4.943667579,3.525307238,4.824954307,3.625399322,4.621959802,3.706529533,4.638549318,3.775774373,4.771280773,3.7249011,4.941769425,3.970583726,5.050681331,4.217890339,5.168259519,4.351769215,5.099147747,4.48529989,5.51080915,4.903485102,5.714955302,5.170934549,5.836925508,5.278383404,5.872309782,5.273829908,5.968561483,5.383482634,6.129386659,5.46849085,6.098146051,5.34348931,4.544141162,3.725177773,0.8048967415,0.2262835535,0.7724341512,close_to_moderate,0.5373210001,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,30,36,29.999,6,-1,0.3280724438,false,false,false,false,,2.622876888,0.3288968433,-0.4971932937,-5.990021423e-07,-6.326596849,-4.895920469,0.05401895195,20.45315614,0.05164319649,-0.02243815362,-12.86986871,6.154836279,3.096920877,5.999881989,4.013503484,5.667599085,3.784369039,5.522507253,3.742810726,5.338196901,3.797897232,4.936772483,3.797589616,4.683058522,3.647014812,5.085097642,3.709461494,5.062552506,3.836722826,4.903935565,3.923082848,4.835976071,3.930640232,4.898276039,3.850520514,5.049694816,4.083864213,5.138183504,4.340832636,5.246991463,4.453482114,5.182825135,4.566852127,5.590216047,4.989861148,5.804073734,5.260396133,5.932733504,5.359108513,5.943152771,5.340851848,6.015433304,5.455889737,6.143666181,5.556917631,6.095391846,5.446110377,4.466690844,3.820468085,0.9470080598,0.3062765672,0.8961132349,too_far,1.051790227,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,30,36,30.022,6,22,0.2330510863,false,false,false,false,,0.6997646338,0.1069446937,-0.0499573428,5.990017808e-07,-6.326596849,-8.558772568,0.0540189594,16.79030336,0.03316667303,-0.007772289682,-14.79298096,6.181673684,3.232137131,5.82481542,4.014185594,5.656773381,3.997394716,5.230165406,3.854239574,5.267413373,3.998129693,4.949679577,4.029939693,4.733842178,4.158253961,4.969182889,4.088283565,4.991587628,4.083767571,4.779436366,3.892051023,4.759710421,3.687988749,4.866001788,3.598197045,5.040813241,3.719978144,5.120563425,3.792713181,5.18957432,3.835827289,4.872873345,3.653082272,5.33041877,4.020265033,5.448195121,4.20792709,5.539986319,4.303882798,5.479446953,4.320442328,5.516845367,4.439373966,5.54021173,4.569244977,5.466696388,4.629473516,4.612358895,3.920647354,0.8363393944,0.4125641304,0.7274987429,close_to_moderate,0.3891709871,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,30,36,30.022,6,22,0.2738106804,false,false,false,false,,2.602368598,0.1521974472,-0.1017835654,5.990017808e-07,-6.326596849,-7.204914986,0.0540189594,18.14416029,0.05139989778,-0.006213196088,-12.890377,6.237809772,3.099312133,5.926105649,4.369084461,5.49498914,4.329884034,5.055820193,3.75984361,5.133443276,3.651766527,4.835734397,3.715844518,4.471626437,3.773585773,4.795562185,3.656851235,4.737447822,3.735880782,4.620408162,3.624482634,4.520416569,3.379861977,4.68753301,3.223695329,4.832491581,3.334616529,4.966302223,3.450882633,5.027608589,3.560145173,4.775746788,3.766795617,5.063272997,4.045304083,5.294854786,4.201242177,5.54891521,4.446924194,5.611481201,4.554838633,5.711468374,4.76996804,5.750937447,4.998844086,5.670889544,5.105826588,4.755953086,4.382751613,0.5923751994,0.2236311238,0.5485412449,too_close,9999,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,30,36,30.022,6,22,0.2619281979,false,false,false,false,,1.309712706,0.2404141858,-0.2585637758,5.990017808e-07,-6.326596849,-5.48103062,0.0540189594,19.86804542,0.03816775978,-0.03701527044,-14.18303289,6.1674354,3.46468306,5.900250352,4.025399697,5.523818068,3.881303875,5.192861195,3.61785805,5.239560239,3.604297433,4.906667512,3.784107018,4.574079972,3.80616288,4.879570459,3.758926079,4.798948789,3.835277867,4.62050815,3.729183241,4.598786348,3.619672305,4.812247596,3.532982356,5.012226832,3.744425587,5.15352987,3.894655749,5.323062106,4.047171589,5.182881058,4.093349288,5.654099937,4.509583717,5.848614221,4.796777324,6.090512555,5.01281987,6.12090976,5.138917364,6.243656294,5.408666022,6.329409768,5.683256333,6.314161631,5.864132702,5.536262124,5.07003883,0.8040432246,0.1692677365,0.7860241347,close_to_moderate,0.495291036,false,false
