mix,source_file,reference_mix,start_seconds,end_seconds,candidate_source_start_seconds,duration_seconds,alignment_offset_ms,alignment_confidence,is_current_nonmatch,is_perceptual_note_mix,is_main_study_mix,excluded,exclusion_reasons,stereo_width_diff_db,mono_corr,null_diff_db_rel,raw_level_delta_db,true_peak_ref_dbfs,true_peak_cand_dbfs,rms_mean,crest_factor_mean,stereo_width,stereo_imbalance,side_mid_db,bark_mid_01,bark_side_01,bark_mid_02,bark_side_02,bark_mid_03,bark_side_03,bark_mid_04,bark_side_04,bark_mid_05,bark_side_05,bark_mid_06,bark_side_06,bark_mid_07,bark_side_07,bark_mid_08,bark_side_08,bark_mid_09,bark_side_09,bark_mid_10,bark_side_10,bark_mid_11,bark_side_11,bark_mid_12,bark_side_12,bark_mid_13,bark_side_13,bark_mid_14,bark_side_14,bark_mid_15,bark_side_15,bark_mid_16,bark_side_16,bark_mid_17,bark_side_17,bark_mid_18,bark_side_18,bark_mid_19,bark_side_19,bark_mid_20,bark_side_20,bark_mid_21,bark_side_21,bark_mid_22,bark_side_22,bark_mid_23,bark_side_23,bark_mid_24,bark_side_24,standardised_full_distance,scalar_distance,bark_distance,distance_band,recommendation_score_lower_better,shortlisted,recommended
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,58,64,57.999,6,-1,0.3458613705,false,false,false,false,,0.7781969683,0.3668595706,-0.6277615848,1.912949354e-06,-5.139242476,-5.361482001,0.06765983999,18.0318987,0.05119144544,-0.002787190955,-12.90802599,6.573823543,3.365074,6.139036744,4.519364617,5.718055394,4.440541254,5.58871917,4.499676648,5.532533832,4.332353166,5.371347854,4.394145896,5.23451077,4.47121676,5.393458811,4.564590476,5.593550223,4.857024764,5.535663086,4.760485534,5.190199128,4.318888345,4.886392453,4.073489717,4.854129586,4.101829978,4.834775044,4.10694276,5.070759263,4.212361309,5.257533003,4.267081372,5.764934311,4.575051098,5.840026016,4.723241803,6.168596674,5.112407389,6.162496239,4.9966796,6.104799878,5.066746435,6.284708134,5.431456874,6.150903019,5.486500659,4.482017173,3.912627996,0.8281931918,0.06933047105,0.8252861617,close_to_moderate,0.2873373871,false,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,58,64,57.999,6,-1,0.3683306341,false,false,false,false,,-1.295167322,0.3602996598,-0.6038901125,-1.282555531e-13,-5.139242476,-3.750386595,0.06765982509,19.6429957,0.03175856918,-0.009232964367,-14.98139028,6.485678176,2.851716496,6.293431089,3.876672944,5.889780016,3.928013591,5.906455624,3.99987317,5.695240662,3.942138682,5.459676716,4.012080307,5.394171353,4.076189168,5.742920762,4.273900805,5.942738291,4.531339688,5.873424486,4.374317531,5.564978723,4.197176172,5.210157065,3.958000797,5.122264944,4.094812502,5.098047674,4.145403784,5.204509071,4.319579464,5.27880431,4.313508393,5.683978393,4.559720023,5.75718538,4.718243602,6.037363125,4.963680566,6.048483968,4.814051916,6.051752001,4.890068571,6.353219752,5.215502014,6.311649507,5.277054032,4.701150791,3.779771678,0.986414875,0.2662314546,0.9498079376,too_far,0.6264986943,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,58,64,57.999,6,-1,0.3280724438,false,false,false,false,,-0.4322528892,0.3316382131,-0.5060224657,-9.564750277e-07,-5.139242476,-3.649021144,0.06765981764,19.74436245,0.03873936459,-0.02054962702,-14.11847585,6.356364006,3.037626662,6.131219207,3.981310692,5.940996154,4.153584582,5.846736747,4.153854536,5.742176548,4.098602586,5.574159508,4.166252685,5.520277479,4.211465893,5.933068782,4.434731186,6.191575293,4.762739792,6.116232223,4.629004877,5.802182197,4.39155966,5.458983451,4.152406949,5.262353504,4.198831257,5.163086379,4.289577965,5.221362254,4.382808645,5.313906398,4.35422765,5.731283106,4.596376571,5.827840832,4.733824273,6.112197747,4.991866949,6.11564196,4.833052717,6.094357987,4.903460806,6.392525132,5.18960746,6.305362613,5.326094804,4.619949139,3.869685501,1.098895554,0.2758809415,1.063701624,too_far,0.4369593215,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,58,64,58.022,6,22,0.2330510863,false,false,false,false,,1.911557454,0.3181938261,-0.4635974451,9.564746658e-07,-5.139242476,-6.765365181,0.06765983254,16.62801622,0.06645588577,-0.0203266982,-11.77466551,6.484940673,3.319921414,5.948531089,4.157505438,5.797229797,4.414289877,5.592706545,4.48069871,5.600948619,4.530916375,5.636292393,4.666823727,5.572726566,4.862125055,5.728503708,4.960827265,5.935823344,5.186905594,5.943892834,5.032654464,5.59048493,4.576411043,5.248809436,4.252693779,5.099712463,4.174975739,4.962074106,4.047006113,5.046697496,3.960935496,5.081546765,3.977242378,5.536839547,4.219706733,5.498558768,4.266309955,5.761532438,4.554377878,5.742187557,4.480374855,5.646476529,4.462592275,5.805454678,4.699898352,5.680469882,4.778751864,4.825321249,4.1125943,0.8784156537,0.3385370357,0.8105595204,close_to_moderate,0.7342360189,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,58,64,58.022,6,22,0.2738106804,false,false,false,false,,2.584809169,0.3629388261,-0.6134240168,-1.282555531e-13,-5.139242476,-5.247153288,0.06765982509,18.14622881,0.07759945095,-0.009506135248,-11.10141379,6.546216298,3.06174195,6.132578786,4.390927587,5.73888424,4.544385671,5.452146047,4.331814345,5.475042477,4.243783749,5.426539918,4.435516725,5.297110269,4.676725925,5.519122348,4.862303236,5.730550007,5.162363345,5.656842198,4.856507458,5.334520086,4.503543253,5.103122321,4.167358753,4.987202218,4.156769903,4.911354192,3.906281153,4.957205701,3.890097736,4.960663406,4.092138712,5.285425555,4.226205019,5.405740407,4.269777249,5.834559409,4.582153226,6.003497817,4.585333535,6.045277757,4.654423687,6.265420283,5.003256016,6.095556878,5.213223111,5.06320509,4.595245964,0.7228873198,0.232732192,0.6843988632,close_to_moderate,0.9950206331,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,58,64,58.022,6,22,0.2619281979,false,false,false,false,,1.17286871,0.2782658183,-0.3500149011,-1.282555531e-13,-5.139242476,-2.987217064,0.06765982509,20.40616527,0.05606148019,-0.03724485263,-12.51335425,6.428359138,3.564169276,6.141735801,4.240127745,5.727690638,4.241967165,5.464208408,4.169793774,5.566676476,4.132024212,5.526365897,4.353996354,5.404011549,4.613348599,5.698961748,4.744189615,5.92155431,5.073889765,5.861660468,4.834589782,5.463414929,4.430171406,5.177686541,4.157738552,5.116223804,4.175020066,5.048885813,4.044922153,5.268124882,4.202729627,5.445461069,4.313061139,5.886927119,4.580856665,5.970514552,4.708887146,6.395239896,5.041347382,6.461503666,5.071131776,6.470381019,5.245678629,6.731374828,5.659843285,6.681752504,5.96506421,5.853390975,5.292831577,1.151812122,0.4062186273,1.077802204,too_far,0.7503053539,false,false
DU-I,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-I.mp3,DU-H,62,68,62,6,0,0.5350754071,false,true,false,false,,4.847210557,0.5284683702,-1.422326332,-1.350058453e-13,-6.380257594,-0.1638474596,0.06422198564,23.68247778,0.1101355329,-0.08209709078,-9.580725646,6.286646542,3.785287862,6.086730831,4.780615187,5.824509919,4.578886486,5.82784315,4.705170216,5.578240388,4.458495938,5.276374999,4.465935477,5.116425448,4.557672124,5.193416191,4.609498687,5.349141585,4.869719893,5.506264813,4.856148033,5.200670722,4.659619582,5.2003001,4.477194017,5.153118198,4.675648373,5.207284091,4.530678896,5.39236424,4.769036055,5.51726774,4.846719572,5.934621994,5.069295226,6.13002565,5.012035753,6.565130427,5.323056925,6.760998209,5.223776261,6.779105728,5.321086248,6.835661328,5.712304046,6.796871211,5.8859153,5.246347578,4.517630467,1.862308443,1.247057799,1.383126742,too_far,2.745607395,false,false
DU-J,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-J.mp3,DU-H,62,68,61.998,6,-2,0.188704674,true,false,false,true,poor_global_alignment_confidence;extreme_stereo_width_difference;extreme_stereo_imbalance,8.221631027,0.1768627078,-0.1380194225,-1.007675683e-06,-6.380257594,-3.873675835,0.06422197819,19.9726504,0.2395352572,0.6140627265,-6.206305177,6.126931349,5.244572795,6.223993607,5.559633226,5.874842532,5.19479116,5.587102826,4.820297545,5.808890382,4.90393968,5.631828504,4.919489193,5.293894799,4.876948193,5.514785869,4.906754555,5.547920762,5.056267326,5.589982612,5.097208376,5.346488376,4.826410703,5.225953413,4.630099809,5.139940223,4.668174493,4.988172668,4.458980899,5.080006521,4.577959387,4.992996364,4.585708027,5.428979162,4.813131651,5.544906041,4.864086316,5.915054672,5.183794435,6.046799708,5.24993148,5.97309824,5.243634877,5.855959802,5.267531941,5.673060573,5.186698133,3.80067515,3.399399703,1.877013932,1.431985405,1.213506942,excluded,9999,false,false
DU-K,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-K.mp3,DU-H,62,68,62.004,6,4,0.2325206703,false,false,true,false,,6.743647296,0.2261187896,-0.227932422,-1.007675683e-06,-6.380257594,-0.3477551019,0.06422197819,23.49857154,0.1704398394,0.0202039741,-7.684288907,6.176369022,5.290191446,6.189525007,5.19130569,5.825553233,4.461559389,5.404766412,4.177158341,5.305133414,3.674506245,5.194017635,3.092414526,5.038624814,3.20404473,5.098618428,3.538512352,5.238463236,3.014066726,5.143380267,3.362196035,5.008141523,3.577483129,4.58633449,3.174078845,4.904120767,3.367786978,4.729903077,3.671369478,5.04136663,3.690565649,5.203592689,3.98281368,5.489204849,4.306463051,5.423874698,4.181852217,5.76586633,4.394996734,5.8262441,4.039802778,5.616512206,4.045109706,5.371380066,3.660507278,4.94439645,2.38353702,2.976159607,-0.2567192308,1.645472563,1.427076665,0.8191655188,too_far,3.48024122,false,false
DU-L,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-L.mp3,DU-H,62,68,62,6,0,0.6474959252,false,true,false,false,,3.59801799,0.6163531975,-2.075322595,-1.350058453e-13,-6.380257594,-4.220408404,0.06422198564,19.62591702,0.08260534704,-0.06849666685,-10.82991821,6.208899899,1.918013907,5.708925355,2.83701971,5.586152495,3.804993111,5.43827284,3.801346772,5.549122221,3.515788741,5.426532909,4.362417781,5.186650044,4.7332405,5.415705936,4.686896891,5.607089858,4.848623338,5.711387885,4.966984822,5.506791802,4.48942915,5.529125847,4.279023624,5.494211392,4.454110202,5.398510416,4.233796128,5.571833167,4.474742201,5.64672296,4.627435444,5.991806801,4.646224389,6.049598863,4.441515662,6.439580432,4.738706795,6.544587579,4.653989528,6.560031104,4.868994791,6.697873526,5.332791267,6.711496237,5.593093404,5.211886812,4.071882098,1.402039233,0.5044199645,1.308156913,too_far,1.848120786,false,false
DU-M,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-M.mp3,DU-H,62,68,62,6,0,0.4214250155,true,false,false,false,,2.497012227,0.4255835772,-0.8678044335,1.007675295e-06,-6.380257594,-5.521877889,0.06422199309,18.324447,0.0641073212,0.003119996982,-11.93092398,6.255339919,2.98381901,6.048169844,4.355406168,5.870759109,4.348972526,5.780613862,4.241248276,5.708008177,3.952608805,5.678618457,4.340695841,5.351600674,4.532731517,5.636220225,4.402816676,5.720551209,4.614529058,5.750307186,4.584027338,5.453057281,4.292282096,5.242538906,4.075099203,5.09121018,4.262880097,4.927999032,3.975618285,5.072295951,4.155042197,5.087694256,4.190428197,5.624405149,4.201679588,5.735205503,4.113683312,6.070309271,4.369240789,6.081177109,4.241646426,6.068094139,4.346201954,6.154542724,4.57936879,6.139050763,4.598166912,4.598030306,2.798170252,0.9563204637,0.2447191107,0.9244789809,too_far,1.36705,false,false
DU-N,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\DU-N.mp3,DU-H,62,68,62,6,0,0.6569947399,false,true,true,false,,-1.450632931,0.6535890264,-2.41980755,1.007675295e-06,-6.380257594,-6.36683177,0.06422199309,17.47949255,0.02583111078,-0.005755756516,-15.87856914,6.492498058,1.903347835,6.324138933,4.084132862,5.923664913,4.083436238,5.321768408,3.891926719,5.202306976,3.918725753,5.533614695,3.875687577,5.355453369,3.823801284,4.989515825,3.96621712,5.391631532,4.022458498,5.764705032,4.090150521,5.023335817,3.857624993,5.078500558,3.697325242,5.016703739,3.770811404,4.933298109,3.517564159,5.006944498,3.52217169,5.131073998,3.655664615,5.430066828,3.91829684,5.447802415,3.874111003,5.854590043,4.105522257,5.994810217,4.039146246,6.207683022,3.623452253,6.514077344,3.159435205,6.552015027,2.393607151,5.116166502,-0.04399688134,0.8266144536,0.06829085145,0.8237886953,close_to_moderate,0.7711112359,false,false
PXL-S6,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\PXL-S6.mp3,DU-H,62,68,61.999,6,-1,0.3458613705,false,false,false,false,,0.4155437683,0.3919076274,-0.7241990809,1.007675295e-06,-6.380257594,-5.456192446,0.06422199309,18.39013175,0.03969727457,0.009432871826,-14.01239244,6.56944495,3.285759635,6.147275446,4.40208026,5.601142175,4.302571905,5.471652346,4.309639864,5.46940835,4.127318319,5.246397096,4.233081728,4.960624115,4.256086181,5.049888944,4.17160269,5.17438768,4.35813096,5.261867971,4.573723119,5.079898005,4.079078572,4.902776406,3.943534962,4.906725391,3.920135796,4.818327611,3.953263636,5.050629158,4.135089736,5.118230643,4.093813521,5.700817672,4.457995752,5.840437595,4.648854569,6.200649148,4.97411458,6.232350651,4.899378115,6.10888263,5.043344102,6.053332432,5.3633256,5.975638752,5.457391249,4.388798421,3.902590664,0.7844955428,0.1719494587,0.7654192579,close_to_moderate,0.1741695197,true,false
UCP-A1,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A1.mp3,DU-H,62,68,61.999,6,-1,0.3683306341,false,false,false,false,,-1.547143582,0.3897364951,-0.7155012794,-1.350058453e-13,-6.380257594,-3.833756509,0.06422198564,20.01256858,0.02526341379,-0.003566243919,-15.97507979,6.484835287,2.770436952,6.276884183,3.855065918,5.901610984,3.74112819,5.878348249,3.834069118,5.623605182,3.736786155,5.338276794,3.840096015,5.088174716,3.863380206,5.3820683,3.874430599,5.492236838,4.049937194,5.597861422,4.136588321,5.384777636,4.059202233,5.241957696,3.884731215,5.155485632,4.030947009,5.057333892,4.122346894,5.177716283,4.285556306,5.15810299,4.207582845,5.6516316,4.461778959,5.782739301,4.623512449,6.120963959,4.843344341,6.15798373,4.701387853,6.058091469,4.872351146,6.096614042,5.221430125,6.15014647,5.321321175,4.638332226,3.823772509,1.036261026,0.474659034,0.9211599831,too_far,0.7645365356,false,false
UCP-A2,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\UCP-A2.mp3,DU-H,62,68,61.999,6,-1,0.3280724438,false,false,false,false,,-0.4754776756,0.3456096508,-0.5524412059,-1.350058453e-13,-6.380257594,-3.148630755,0.06422198564,20.69769446,0.03233394027,-0.02168502845,-14.90341388,6.360391099,2.951501474,6.126495764,3.983433655,6.01006515,4.118434843,5.862236692,4.004071462,5.614658142,3.816529996,5.467597589,4.001468315,5.288473332,3.962971609,5.608229102,4.075445864,5.715548666,4.277646536,5.94184388,4.444908707,5.60459862,4.220103066,5.412142964,4.054753947,5.228808958,4.148614946,5.090585989,4.245802009,5.209639466,4.360691852,5.196056972,4.263238306,5.704447763,4.509301125,5.860225986,4.629017711,6.211454705,4.855524682,6.240363953,4.719437005,6.116617992,4.910892316,6.11784472,5.222161045,6.109855519,5.370650796,4.516379813,3.908843701,1.199551532,0.5959098312,1.041064528,too_far,0.5527439749,false,false
McG-A,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-A.mp3,DU-H,62,68,62.022,6,22,0.2330510863,false,false,false,false,,1.65524199,0.3061956767,-0.4275475408,1.007675295e-06,-6.380257594,-6.055735497,0.06422199309,17.79058879,0.05281175673,-0.02736372128,-12.77269421,6.476989479,3.262869375,5.973988429,4.112962479,5.749553613,4.291747422,5.4769359,4.303975258,5.44050136,4.163555572,5.483338263,4.501413894,5.284406296,4.706666059,5.403434317,4.592029673,5.521028528,4.641530976,5.688887215,4.872967774,5.473456737,4.3088283,5.282855375,4.138827321,5.190248032,4.032885946,4.979212752,3.87240379,5.034156927,3.897903446,4.920725286,3.824677262,5.480830844,4.130219814,5.540538725,4.226062019,5.850915683,4.475675478,5.845926696,4.445975206,5.662835462,4.447980136,5.584013447,4.56700304,5.55058937,4.696035951,4.789782501,4.128036622,0.7850315005,0.1265206417,0.7747689875,close_to_moderate,0.6075279395,false,false
McG-C,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-C.mp3,DU-H,62,68,62.022,6,22,0.2738106804,false,false,false,false,,2.437048432,0.3355381828,-0.5187370341,1.007675295e-06,-6.380257594,-6.646518563,0.06422199309,17.19980606,0.0632282719,-0.006694257725,-11.99088777,6.477324284,2.951283797,6.152411324,4.497600435,5.789372121,4.459214391,5.356368655,4.128324937,5.390943796,3.892098784,5.31415205,4.311868103,5.007319004,4.572090433,5.240355753,4.441292107,5.349772703,4.528116021,5.46688272,4.761236776,5.246275417,4.140027644,5.159709713,3.983757058,5.088652166,3.911059234,4.948344364,3.779320375,5.009886819,3.920154136,4.901034298,3.998490232,5.282444138,4.113364724,5.48687263,4.106162303,6.020980811,4.416955959,6.180327789,4.472615833,6.082427135,4.636355187,5.926598709,4.932446162,5.82711517,5.159299636,4.93500888,4.537769356,0.7233223645,0.187431666,0.6986162134,close_to_moderate,0.9428693304,false,false
McG-H,C:\Users\oscar\OneDrive\Public share - Mix Eval Dataset\MixEvaluation\audio\InTheMeantime\McG-H.mp3,DU-H,62,68,62.022,6,22,0.2619281979,false,false,false,false,,1.578142781,0.263280078,-0.3119792915,1.007675295e-06,-6.380257594,-2.898507776,0.06422199309,20.94781687,0.05188247934,-0.027578637,-12.84979342,6.388225661,3.464795776,6.152844952,4.127494615,5.736493866,4.137891024,5.431560529,4.032902844,5.474560988,3.83488693,5.386004595,4.330843473,5.137412402,4.566492725,5.364014888,4.4285295,5.468650271,4.547952198,5.559627483,4.751038963,5.352828822,4.215226021,5.244291003,4.046833714,5.189227366,4.018341359,5.068170937,3.986922495,5.28839024,4.203436915,5.299139709,4.250965332,5.845393322,4.481896817,6.013031921,4.625186522,6.451402768,4.957269584,6.550548223,5.032443812,6.493881409,5.258607924,6.482072555,5.62629664,6.493715937,5.952312478,5.811173684,5.31346815,1.243736866,0.6500575382,1.060333245,too_far,0.9945660413,false,false
