mix,start_seconds,end_seconds,mono_corr,stereo_width_diff_db,crest_diff_db,imbalance,simple_score
McG-C,38.0,44.0,-0.08568419088058331,2.159830589287715,-2.137622464715161,0.003180717468530241,2.131927046112298
PXL-S3,10.0,16.0,0.005872433311190972,2.9998975092150832,0.6272983287349874,0.022161221785313805,2.142298637295408
DU-N,18.0,24.0,0.6567914772965057,-3.5793537005484968,-2.3593610921673047,-0.003189285262922783,2.143581014099344
UCP-A5,14.0,20.0,-0.0017001864987598815,2.753106732987849,-1.4542675134945213,0.007425658255066487,2.1580938665156224
McG-G,34.0,40.0,-0.031881732299102815,3.03195393385937,0.14429955178446008,-0.016553620662834195,2.1613853642955596
DU-M,10.0,16.0,0.4446716457130252,4.255567422426676,-0.2571690522829648,-0.0035085851769987857,2.166359069055783
McG-G,42.0,48.0,-0.023573715335291696,2.9474847541525424,-0.61828395786738,-0.00845428137106329,2.1736324014269615
PXL-S4,26.0,32.0,-0.006336481380506919,2.4650379363741433,2.4566696473231318,-0.010015374836441607,2.1736923780465554
McG-G,54.0,60.0,-0.05665683901651765,2.724701620606318,0.933912339375734,-0.00879609309439566,2.1757513392425545
DU-L,54.0,60.0,0.5805492403409315,3.9886390725854852,-1.2318162574595846,-0.02490703521930525,2.1790919749116804
UCP-A5,10.0,16.0,-0.02023908778502304,2.355498471326552,-2.7809057640449275,0.0008907191368855011,2.1953632758400614
McG-C,54.0,60.0,-0.05341537487305125,2.6255142355531724,-1.4523393540897658,-0.007485389121470637,2.1974387706361536
QUT-I,14.0,20.0,-0.003534586598455916,2.541538736071214,-2.4069230523432736,-0.007504093583856009,2.19887699908401
UCP-A4,42.0,48.0,0.24772649817289605,3.5206569918141426,-2.654459648430219,-0.0065581519481215066,2.2230444468258117
PXL-S3,22.0,28.0,0.01633916034072702,3.391050126066691,0.04311579563508161,0.02192632227952814,2.2293141116971538
QUT-J,34.0,40.0,-0.006552737688676036,2.8710680350110387,-1.505176756315855,-0.023797099242916987,2.2344160063302496
McG-H,62.0,68.0,-0.18603101055301374,1.5833877775106053,3.4434659047279723,-0.013573659995483095,2.2402757955705264
QUT-J,22.0,28.0,-0.008680382069955665,3.25626360123713,-0.2688780831491684,-0.023408040149352157,2.2458242772308514
McG-pro,18.0,24.0,-0.005986717978846657,3.3073676239320378,0.16339367309157637,-0.03281225737534151,2.2501662988874487
McG-pro2,18.0,24.0,-0.005986717978846657,3.3073676239320378,0.16339367309157637,-0.03281225737534151,2.2501662988874487
McG-pro,58.0,64.0,-0.06873277826701954,2.8844770673008675,0.7650108777684466,-0.04360946444242729,2.25445572184974
McG-pro2,58.0,64.0,-0.06873277826701954,2.8844770673008675,0.7650108777684466,-0.04360946444242729,2.25445572184974
UCP-A4,34.0,40.0,0.19813906853373922,3.6466866791864057,-1.8476018435515016,-0.01834356539268,2.26420547905845
McG-C,50.0,56.0,-0.08082401049106036,2.776542720712026,-1.0961447391006764,-0.0078087215390177265,2.274341092203235
QUT-J,18.0,24.0,0.004076936081698085,2.9651041634163438,1.6737780230482322,-0.014998263486539463,2.2854649130020106
QUT-I,42.0,48.0,0.006601094285979051,2.669253522622176,-2.859970555784386,-0.005886142500797565,2.310420156106788
PXL-S7,42.0,48.0,0.008504838204010585,3.106201732153375,1.5755045156674825,-0.018313700673079837,2.3324168670187886
PXL-S2,50.0,56.0,0.004184120578194012,3.043141541791714,-1.7476962060561334,-0.027162026859380642,2.3353569606478892
PXL-S2,58.0,64.0,0.0005357381011326756,3.5008618057739067,0.2482684482148123,-0.030795836085758213,2.34659969391691
McG-G,38.0,44.0,-0.05585845746421278,3.327235651125621,-0.09755386398867572,-0.013311116897363025,2.3499678200895375
McG-C,22.0,28.0,-0.06437885630998846,2.353528782199488,-3.2754620998750177,-0.0006386004428942506,2.3568414187009736
PXL-S5,46.0,52.0,0.011881271912771416,3.5990927177146936,-0.17700142986039324,0.007162400189550327,2.362334029510863
UCP-A5,30.0,36.0,-0.06808298801274931,3.1164848271745136,-0.8358884023474396,0.01502213968147302,2.3797916499648712
QUT-J,54.0,60.0,0.0025801952836530732,3.550517124290895,-0.3464110268091396,-0.013670087123100241,2.3820598255995122
DU-I,38.0,44.0,0.5210735696540821,3.686393685947179,3.6059181859367335,-0.026283362276062414,2.3840845708640996
DU-L,38.0,44.0,0.6264502461409313,4.740446074347435,-0.1288175994502616,-0.025718109030497985,2.389545677091257
PXL-S5,50.0,56.0,-0.004251464180557989,3.5990648404214642,-0.16154152198946292,0.01063124526162644,2.3922665768702673
QUT-I,54.0,60.0,-0.004028240388392971,2.8512236284274266,-2.713719386795061,-0.0037233700523292444,2.4007262030097585
DU-N,30.0,36.0,0.6340592012898284,-4.0730568877688675,-2.436152270869453,-0.004730684686903896,2.4019512845148516
QUT-I,46.0,52.0,-0.004386572333673385,2.659706716417597,-3.4539481907948755,-0.004380278717409602,2.4167187314953766
QUT-J,58.0,64.0,0.009231019882738832,3.6519907074205857,0.33069755329412587,-0.026128298478197216,2.4171379469389342
PXL-S2,54.0,60.0,0.012755826882955096,3.064173967258265,-2.3477466484328637,-0.02099239438338969,2.418737327128152
PXL-S4,58.0,64.0,-0.009395787529747443,3.231808608189924,1.7112141976901079,-0.0067896609155913374,2.451378008807973
QUT-I,62.0,68.0,0.012519582091595281,3.567911785727775,-0.9446667995659546,-0.011982442272758664,2.4606167486155903
QUT-A,46.0,52.0,0.01984976539112517,2.258010692466353,-5.428271296719998,-0.0657826732156672,2.463546509958926
PXL-S3,18.0,24.0,0.0031462969776839163,2.4194257919734774,4.739259562624042,0.020672542083680513,2.4743092364249772
PXL-S1,58.0,64.0,-0.00446624805716742,2.8892707911609588,3.195672253873038,0.03816937066951186,2.49291872977577
PXL-S3,26.0,32.0,-0.007374930377148463,3.302347490780015,1.8080843104725872,0.016946045884633925,2.4971362527151926
QUT-I,34.0,40.0,0.044602991519535,2.7601455183636077,-4.410684777852307,0.003926583639719206,2.51246949282058
QUT-J,10.0,16.0,0.0077743458822062406,3.2556107989395446,2.32401954652817,-0.010925898500070492,2.520859639684585
QUT-I,58.0,64.0,0.004683892489154752,3.406030315760338,-1.80632648762802,-0.00840870643265265,2.5245963460460628
QUT-I,10.0,16.0,-0.012665466781433467,2.963746733306998,-3.13549960351828,-0.009452595820451711,2.537529240744108
DU-L,58.0,64.0,0.5920760758017254,4.900628321510263,0.6109628322807765,-0.02629474672370393,2.541958585597248
UCP-A3,34.0,40.0,0.05763005757521399,3.5329534678286194,-2.3841023511087123,-0.030939851748074208,2.5688319714301886
PXL-S7,22.0,28.0,0.0013859398211437653,3.7885162161172694,0.8229146944223018,-0.034654031076011824,2.5749234325796926
McG-pro,14.0,20.0,-0.013284387372433983,3.821108536212863,0.5644574682677153,-0.028271461667688444,2.581791663091457
McG-pro2,14.0,20.0,-0.013284387372433983,3.821108536212863,0.5644574682677153,-0.028271461667688444,2.581791663091457
PXL-S7,18.0,24.0,0.01467264304894848,2.784585202330792,4.426195835753656,-0.024218507676873887,2.5868766904305476
McG-pro,62.0,68.0,-0.1131781996413441,2.9536947476344224,2.18179250854422,-0.049231309701589565,2.5904726493815327
McG-pro2,62.0,68.0,-0.1131781996413441,2.9536947476344224,2.18179250854422,-0.049231309701589565,2.5904726493815327
QUT-I,50.0,56.0,-0.02715803410536624,3.4907597530593044,-1.6203766211673383,-0.005308087693123864,2.6027524379154854
QUT-J,62.0,68.0,0.003248209541030766,3.633724149872352,1.5664516128372874,-0.017974410487964734,2.6053333977797077
QUT-J,26.0,32.0,0.006146323807933236,3.3657112325476923,2.501852806560361,-0.017814097400815132,2.6058408896420335
DU-M,22.0,28.0,0.4445033280110105,4.85932211582686,-1.1934920418071115,-0.004180477274281261,2.6086848641844966
QUT-A,42.0,48.0,0.0035377773589425968,2.5001228444496526,-5.37689494627757,-0.05716135777828991,2.6095201094485767
McG-pro,22.0,28.0,-0.06268655575483169,3.811422018447196,0.13589230256584273,-0.034908500683558594,2.6114679661181377
McG-pro2,22.0,28.0,-0.06268655575483169,3.811422018447196,0.13589230256584273,-0.034908500683558594,2.6114679661181377
QUT-A,62.0,68.0,-0.0009676672430957388,3.0941631449521054,-3.589123875547564,-0.055238052413855654,2.647385488294379
PXL-S2,18.0,24.0,-0.0028795315006332088,4.037029017633715,-0.4213129570337877,-0.020850851084204463,2.6474705153731923
McG-G,58.0,64.0,-0.04796463903662708,3.4342075718637215,1.910703437752229,-0.01460598959557945,2.6596385796679494
PXL-S1,18.0,24.0,0.0028340532887411694,3.2621784495070347,3.167836718212744,0.035917889447208154,2.6605966259079468
QUT-J,42.0,48.0,0.00858923311818237,3.869716073978724,-1.259047297834769,-0.008359742610774015,2.6665366654282128
QUT-I,18.0,24.0,-0.020541117558362958,3.5606631259223676,-1.958740800565561,0.003265197866983402,2.675224918162744
McG-F,26.0,32.0,-0.096782035906802,3.2751172762829093,-1.8958953189421912,0.005158147693366743,2.675507007796387
QUT-J,14.0,20.0,-0.006015935272111139,3.6499132813688515,1.8833519613904173,-0.016630512539777372,2.6794913054372107
QUT-A,54.0,60.0,-0.008988156075571479,2.708519688193064,-4.9916521265069225,-0.06455538992031434,2.6809839752237137
DU-M,26.0,32.0,0.4367337681021684,5.270322188940888,-0.33144144653069674,-0.005196316247585028,2.6848773114500486
McG-G,62.0,68.0,-0.04150990206643199,3.2178185884561774,3.1135438539116933,-0.011222405456849318,2.718960676447707
QUT-J,30.0,36.0,-0.009235396030991414,3.6142640414196574,2.236370287371237,-0.02574697676202578,2.721058355877497
QUT-A,58.0,64.0,0.005766552612647484,2.9898910638323226,-4.533701516604053,-0.06261100623568475,2.7234676541814746
PXL-S7,14.0,20.0,0.006462427149012223,3.003873859551426,4.538897148289923,-0.019042843745737413,2.7298466477211774
McG-C,14.0,20.0,-0.007266886420380857,4.302221962037507,-0.09565626657591153,-0.0026942303026627344,2.739993193845902
PXL-S1,62.0,68.0,-0.0061859884131517506,3.152520046796555,3.952250911635282,0.042729279471241104,2.7414696369698737
PXL-S7,26.0,32.0,-0.006203233046537232,3.612019283074643,2.438298496085828,-0.029960819646077913,2.7441608820432704
QUT-I,30.0,36.0,0.02107607594043599,3.7645924694123156,-2.353456172389979,0.004452513766717919,2.7531625086837828
McG-D,14.0,20.0,-0.014117044462042806,4.053892004901467,1.1563804800921211,-0.013651721754943884,2.7886371633886373
PXL-S1,30.0,36.0,0.006686946798318346,3.785717186388247,2.4012975165703843,0.036685484513196746,2.7996793270830445
PXL-S4,62.0,68.0,-0.003149613640584472,3.2235362195226713,4.1566099343847185,-0.014365275879964695,2.8015588272002123
UCP-A4,38.0,44.0,0.1623146001268647,4.1769624829217715,-3.2084013344566777,-0.011321025620130511,2.805112241375658
UCP-A3,42.0,48.0,0.08112815779885751,4.5841054599926565,-0.778949485327491,-0.018111055334884624,2.8066388371977373
McG-D,46.0,52.0,-0.017828431896111305,3.788643263042852,2.117588613761132,-0.008697629958010742,2.8076167873778184
PXL-S5,54.0,60.0,-0.0139172992067285,4.27598202478741,-0.6824443990803566,0.0005945671847249227,2.8281922706692155
UCP-A3,38.0,44.0,0.08458057032962801,4.133041096020579,-2.495389025471521,-0.022654763098263142,2.8316677611717616
PXL-S2,62.0,68.0,0.001660671639842548,4.105627582515547,1.4874551565716487,-0.042113506766559186,2.8326107214638356
PXL-S7,62.0,68.0,-0.0038678155763254363,2.8893445197355696,5.498371801686719,-0.03051266124815916,2.8371636612734434
PXL-S5,34.0,40.0,0.026226763815272603,4.267784439262304,-1.3164034471506518,-0.005025769200767209,2.838899209073204
PXL-S7,58.0,64.0,-0.004962291223849031,3.267419217434073,4.259756179339927,-0.02268859751080838,2.8425976180657235
McG-D,34.0,40.0,-0.013330780840336535,4.322982478051635,-0.647039047113914,-0.01809536193161877,2.845208657773578
McG-G,30.0,36.0,-0.060990609076310716,3.412818094616913,3.145953190404711,-0.0065008328105853235,2.860283244021785
PXL-S2,22.0,28.0,-0.008006973059692371,4.118375319789807,-1.5706739884736187,-0.026897948301646137,2.8708027042853312
UCP-A3,46.0,52.0,0.07986473043529713,4.665635693100139,-0.9578835793925577,-0.03139266219350382,2.876770922588359
PXL-S1,22.0,28.0,0.010764414424364262,4.562519602149621,0.42572610296986113,0.04782854402199772,2.883589887671561
QUT-J,46.0,52.0,0.008263433883706784,4.396676816282239,-0.9455286461201133,-0.0008513209426986552,2.883640837291723
McG-D,18.0,24.0,0.0287006439867735,3.3806276038500034,4.632704605066635,-0.01289657998262458,2.88781820471145
QUT-A,50.0,56.0,0.006618840745590257,3.3888278140238643,-4.398574070611348,-0.06858030206316273,2.9009623361124537
McG-pro,30.0,36.0,-0.09662487141349645,3.938871825033374,1.218891076343283,-0.0383479504729929,2.9055193167951723
McG-pro2,30.0,36.0,-0.09662487141349645,3.938871825033374,1.218891076343283,-0.0383479504729929,2.9055193167951723
McG-pro,10.0,16.0,-0.044633385868255666,3.9978883860815593,1.8065483235592446,-0.037561769577766635,2.919193213311178
McG-pro2,10.0,16.0,-0.044633385868255666,3.9978883860815593,1.8065483235592446,-0.037561769577766635,2.919193213311178
DU-I,34.0,40.0,0.5450589561088108,4.504479176926848,4.484291470731858,-0.042077444974823235,2.924883309073203
PXL-S5,18.0,24.0,0.01060711081387347,4.706428184638973,0.23371927541322535,0.004200010087157478,2.9270577620037237
McG-B,14.0,20.0,-0.08067068524394166,4.217470644184708,-0.7052896305803706,-0.0003322302712236548,2.9358701371672926
PXL-S1,10.0,16.0,0.004606568094889194,4.345731976996383,1.4272939768127344,0.0443991250920425,2.9377469488303234
DU-I,58.0,64.0,0.5093908599000387,4.311020687978846,5.220819776015755,-0.035340381921312565,2.9386333103917863
PXL-S1,14.0,20.0,0.0018194083887520004,3.860786492265783,3.0203287901072997,0.03328464975965555,2.9398037478714825
McG-D,10.0,16.0,-0.057884884975947376,4.158865688698063,1.2637177829632478,-0.013012139638169657,2.9447602817454133
PXL-S5,14.0,20.0,0.003425507814049506,4.653725080161905,-0.6263399994745917,0.010572280114787004,2.9739625243740426
PXL-S2,14.0,20.0,0.0029114424424020752,4.6845056522665605,-0.5267765159912479,-0.02312854924328127,2.975446418647163
McG-D,22.0,28.0,-0.04480614209328307,4.294019778822474,-1.2089881525687645,-0.01460954178700789,2.9779703964831175
PXL-S5,30.0,36.0,-0.005316639509044462,4.663638057535094,-0.554968843767444,-0.0017203447420248215,2.9856976343507524
PXL-S2,26.0,32.0,0.022942551485096174,4.917929123349088,-0.11658502831940254,-0.03077625725021302,2.9905672129522625
PXL-S5,42.0,48.0,0.009356657473113162,4.583217469132546,-1.052210526927361,0.003667332131572585,2.9907269986591505
UCP-A3,50.0,56.0,0.054114871633429686,5.084987209683629,-0.018669891427933294,-0.026485583368712373,2.9970643452891452
McG-B,10.0,16.0,-0.10388562219585958,4.174314923076242,0.9545573287417,-0.013346787015597113,2.998112305241095
PXL-S5,38.0,44.0,-0.006169958468068596,4.433140577404139,-1.4356309005928587,-0.005027246494586426,3.0042548407271354
UCP-A3,54.0,60.0,0.1285392911898931,5.019821957417454,-1.3064724008184108,-0.02483206257426842,3.0088032564517024
McG-D,30.0,36.0,-0.0779489569224516,4.567823813661178,0.07648648159270977,-0.009121690598795494,3.011282792914399
McG-C,18.0,24.0,0.026034930980403187,4.958710782743275,-0.22129057951150344,-0.009934048324808216,3.0204791163375564
McG-F,10.0,16.0,-0.03308313067565444,4.159334670435497,-2.2991537453151736,0.002862950211308501,3.0507066583663334
DU-I,54.0,60.0,0.5277715284178266,4.934683668895758,4.133281669729545,-0.030069238139770978,3.0873340849073108
QUT-I,26.0,32.0,0.019123114577447572,4.728252157935579,-1.581434400427689,-0.005454462361057297,3.123095009877048
DU-I,42.0,48.0,0.5187621815876243,5.177296002765134,3.584717885284441,-0.002476952643890889,3.126355684175233
McG-F,14.0,20.0,0.0012417912475619058,4.610457250699842,-1.9272406463802447,0.007440087820465633,3.1518311398118337
DU-I,46.0,52.0,0.5068554437771757,5.299183313054606,3.35682569470616,0.000751296698958229,3.153115510733227
PXL-S5,62.0,68.0,0.001419727509181667,4.79549396399128,1.58524198554489,0.014425447347473846,3.19269382480901
McG-F,30.0,36.0,-0.05734223306907574,4.339739244620931,-2.3494719936181134,0.00797423142743373,3.1969748874913337
McG-B,46.0,52.0,-0.040619689763459706,4.626232471392985,-1.9697123557525416,-0.0185229146760802,3.2498124685862932
McG-D,38.0,44.0,-0.03591079173518219,5.163467692577833,-0.3122977794400619,-0.03223682830841919,3.26040009667529
McG-pro,26.0,32.0,-0.1496694984338956,4.313166844529922,1.6533730188340314,-0.04110797577431935,3.263928371957857
McG-pro2,26.0,32.0,-0.1496694984338956,4.313166844529922,1.6533730188340314,-0.04110797577431935,3.263928371957857
McG-B,42.0,48.0,-0.0559056542083523,5.107300718477852,-0.396119348378825,-0.018557234162290735,3.2848795699124542
PXL-S2,30.0,36.0,0.0048471344382435685,5.269294267342914,-0.8303489580817782,-0.03780824776603214,3.309505208507237
McG-D,62.0,68.0,-0.0753219209407261,4.4989009316548945,2.4003540523032676,-0.007573367377144378,3.3201474155543895
McG-F,46.0,52.0,-0.018568872812173454,4.481864157658434,-3.222826327720327,0.0025382414053285473,3.3214937736116132
McG-D,50.0,56.0,-0.056853701471457414,4.952072842407217,1.1453290415924293,-0.014763850905645115,3.3215431803853877
PXL-S5,58.0,64.0,-0.0019149699034616441,5.462660229829682,0.27599697615903196,0.0005451954472270919,3.336559601145619
DU-I,62.0,68.0,0.5284683702039553,4.847210557381917,6.2164097498630895,-0.04111796739871304,3.356066741170422
McG-F,18.0,24.0,0.026212574198162735,5.009711661249193,-2.3305530676570783,0.0052489970286461055,3.362013642376833
PXL-S5,10.0,16.0,0.008454935597555316,5.179403425212943,-1.5359649024721627,0.007522069560177006,3.363186576782185
PXL-S1,26.0,32.0,-0.002295814122016674,5.07454079943024,1.8025368288748709,0.053919117860692,3.372242552290384
McG-F,22.0,28.0,-0.017792358185615247,4.241495528192964,-4.457395020739135,0.00715892163665733,3.3849417335785823
McG-D,42.0,48.0,-0.02309589890613978,5.252765074595052,1.1740356451561524,-0.010146174151529316,3.408679681883229
UCP-A3,58.0,64.0,0.1252666912429741,5.797663178172943,1.3721966731174966,-0.024844063004428155,3.4141277075681478
DU-K,38.0,44.0,-0.3065910396548775,3.840018752088641,2.3238697518810305,0.009348915182005382,3.44177191813623
McG-B,50.0,56.0,-0.08134289594053246,5.218331193259804,-0.7918592550288004,-0.018809660402329845,3.450630276765287
DU-I,18.0,24.0,0.5440143513169544,5.3241308301340755,5.35043213436931,-0.04510726080284365,3.464630235222434
McG-B,38.0,44.0,-0.06704189784739113,5.0792219467412405,-1.5523202587372538,-0.02429074243262827,3.4665428078759906
QUT-C,30.0,36.0,0.0010597717731771305,-5.148870437077264,2.3690950535669657,-0.023690557778117103,3.4876799330273225
PXL-S5,26.0,32.0,-0.014180058926453541,5.727067200642052,-0.27317997504611213,0.00427284506039134,3.49287071443085
McG-D,58.0,64.0,-0.06815939441791298,5.583637248021585,0.0853009605574151,-0.020956137543211472,3.5009325569302305
QUT-J,50.0,56.0,0.003055062601130949,5.8781896482269484,0.055658720883457136,-0.011874862695949503,3.501333507043731
QUT-G,46.0,52.0,-0.0089088385840206,5.280986121095873,-1.9720607401395718,0.014190051107956961,3.5141198487369136
McG-D,26.0,32.0,-0.13127456960560385,4.761019125260658,2.247660853371155,-0.016976344978240167,3.54020782984721
DU-I,30.0,36.0,0.5550427731558245,5.568970731921738,5.134569597110207,-0.05293951397162757,3.5546708055274
QUT-I,22.0,28.0,-0.009814769083381905,4.852783086426259,-4.058530557378866,-0.0011429092990446618,3.614800664986723
DU-I,14.0,20.0,0.5405039817819209,5.628046445410034,5.355089172703263,-0.04304566411046454,3.617286598610506
DU-I,50.0,56.0,0.5514789297468711,5.991652524547945,4.308473847681636,-0.0097636319357601,3.642097339426218
McG-B,34.0,40.0,-0.05163672701029459,5.3915344981672035,-1.953560222941956,-0.04280807659566818,3.6520747365454844
McG-B,54.0,60.0,-0.08692790059874342,5.521823782339251,1.1746335357119086,-0.011285355044890023,3.670962722723899
McG-B,18.0,24.0,-0.03518039483437212,5.437201399271043,-2.148220503889032,-0.02462021272254426,3.6711945648876205
DU-I,10.0,16.0,0.5385191926075924,5.710509220124981,5.455125692755985,-0.04356310238873234,3.6735234639758882
McG-F,54.0,60.0,-0.04670417610371384,5.210810844262884,-2.7839879633001186,-0.00665094242644677,3.6764119688338877
QUT-G,50.0,56.0,0.014135165181979424,5.975206575478202,-1.057778157012084,0.009814435506944632,3.6779996809269546
McG-D,54.0,60.0,-0.05701902215387719,5.199329080435028,2.6953900048968293,-0.01371340203705091,3.6780110852597927
QUT-G,54.0,60.0,0.01589626450685219,5.658174193961369,-2.1661061302843194,-0.0066073070895762654,3.682210487509628
PXL-S2,10.0,16.0,-0.006293212322106532,5.313907082575993,-3.0183297411396346,-0.0406167426231079,3.6822894271031545
QUT-G,38.0,44.0,-0.0049153887189353485,5.487533468485909,-2.6656780105336253,0.013090750339551394,3.713449213260869
PXL-S5,22.0,28.0,0.011847409194313999,5.7680264756718636,-2.0468410774295407,0.008048952812460182,3.727344581061735
QUT-C,10.0,16.0,-0.010140000127221702,-5.9909912746810186,1.1063650645289016,-0.016816962667741728,3.7417303972742877
UCP-A3,18.0,24.0,0.05099863387142208,5.7785692304036225,2.767133545513186,-0.03379505663660535,3.762357379285945
UCP-A3,62.0,68.0,0.09606703391461702,5.989923406300212,2.6791561380362694,-0.023405635757270976,3.7647010560263126
QUT-C,14.0,20.0,-0.0006644091748782435,-6.32234896092074,0.3301665316620088,-0.017583141765999837,3.7720282785594277
QUT-G,34.0,40.0,-0.0018309003562580746,5.62628202519638,-2.717644651765225,0.001990078764041658,3.78444951107549
McG-F,50.0,56.0,-0.04250369727036142,5.625715478757071,-2.3601722201891313,-0.010142949821196593,3.811890966947628
McG-F,62.0,68.0,-0.046060526931767064,6.021010970481456,-1.062442193105671,0.011397038391984103,3.8219928680701125
McG-B,26.0,32.0,-0.17350240399690423,5.598377422218027,1.005019040054954,-0.013750576577198073,3.856946375111065
DU-I,22.0,28.0,0.5339858665116085,6.598928476466359,3.821263031499157,-0.049137350175834274,3.872653692958053
UCP-A3,14.0,20.0,0.07938972427364072,6.799296961163245,-0.6065052469165799,-0.02775155742708305,3.891844819071828
QUT-C,26.0,32.0,-0.01345236203738114,-6.45648587071129,0.8217845060873934,-0.016445293999783003,3.9384153353435165
McG-F,42.0,48.0,-0.018708223097697305,5.747458834773502,-3.297392472638407,0.007827746396712602,3.965754734477907
McG-B,58.0,64.0,-0.07909979270455698,6.136118863784647,-1.227204387619107,-0.00932125239820387,3.9703396754443037
McG-B,62.0,68.0,-0.0802775231445333,6.58619854389214,-0.08380751656259022,-0.00792155422774571,4.0262254457195255
McG-F,38.0,44.0,-0.05777768401560283,5.589329864432725,-3.7242626193435804,0.006779170806278835,4.028859693149105
UCP-A3,30.0,36.0,-0.018618354576259738,6.8974092414327615,0.08001156805580933,-0.035798835075346654,4.057943065077271
QUT-pro,38.0,44.0,0.01481310370600653,5.49989298300442,-5.506342048382141,-0.015199505792314754,4.106271591347518
McG-B,22.0,28.0,-0.08921524054201707,6.107853944064976,-2.1492046194608676,-0.011716720687400414,4.114738146035652
QUT-G,42.0,48.0,-0.00988992241407946,6.313312510904785,-2.938751815921279,0.015321125252436361,4.177248872668743
DU-I,26.0,32.0,0.5280534867356169,6.7154536019644695,5.611580830305755,-0.04977955261333413,4.199463925528098
McG-F,58.0,64.0,-0.04006084944418797,6.507701507161475,-2.244240349552662,0.004849224317919497,4.230608504902013
McG-F,34.0,40.0,-0.023283657077667115,6.272234512121429,-3.556454073578955,0.00559016644740672,4.276152681252892
UCP-A3,22.0,28.0,0.06898476905064448,7.414914933221306,-1.0503638100686992,-0.03575718118156153,4.287042500019669
QUT-G,58.0,64.0,-0.0017476502560321273,7.167554938503501,-1.175640672795737,0.010845962618827237,4.323618870683175
DU-J,38.0,44.0,-0.2932304406720871,6.422751894385438,0.032054291991002515,0.32875502096202663,4.362644972335543
QUT-G,62.0,68.0,0.0053471116598391285,7.609576153788851,-0.202644251980459,0.009495854671007218,4.384490491371816
UCP-A3,10.0,16.0,0.062132252809967925,7.718748277326444,-0.7120893059961446,-0.03796026305552482,4.401923028942708
DU-K,46.0,52.0,-0.29333142387451905,5.069899258007041,5.055175766126791,0.00780765452259973,4.439888841671577
DU-K,34.0,40.0,-0.35423134867975875,5.405106615633544,3.1263248132336585,-6.765985500164874e-05,4.439964727161339
McG-B,30.0,36.0,-0.11706058160186249,6.668092029639874,-2.4836085996122748,-0.032920698322882,4.500708467965503
QUT-pro,42.0,48.0,-0.008196655813540876,6.265615220403667,-5.293585055052224,-0.017520475825227037,4.503238680086749
QUT-pro,46.0,52.0,-0.003983442952841003,6.138975804154452,-5.790587458381388,-0.023913738838182548,4.506042906740117
DU-K,58.0,64.0,-0.24321324848435658,5.569705512191197,4.572737253857078,0.01092911640478612,4.517189841142873
DU-K,42.0,48.0,-0.3173844369955662,5.339012909388881,4.581839188806548,0.012526984133342007,4.551551207006555
QUT-G,18.0,24.0,-0.023029265498209474,8.016667900989374,-0.05858208956932742,0.01243115431586498,4.623179794926505
QUT-pro,54.0,60.0,0.010836360526626173,6.869881466039105,-4.35518811261522,-0.019225827331830404,4.626546228858583
DU-J,46.0,52.0,-0.3501315357928704,6.6827034711243325,-0.5021595633292861,0.3383092544570521,4.6769387416473
UCP-A3,26.0,32.0,0.0157622551211465,8.038061956378279,0.9358891196234254,-0.038210189832404096,4.68788983589036
DU-K,54.0,60.0,-0.2720085825898433,5.832780058096756,4.832026437939529,0.010347465840359558,4.745211159918994
QUT-pro,58.0,64.0,0.008783148038392431,7.255727740150809,-3.9110485206866468,-0.014670980829653962,4.756954852101616
DU-J,34.0,40.0,-0.2528829763702199,7.204478642754124,-0.8652396361811938,0.32118462180752455,4.797791219544681
DU-J,42.0,48.0,-0.3257066971443077,6.991723232323643,0.8412209324974924,0.3398937050050295,4.833458150325061
QUT-pro,50.0,56.0,0.004971738602412903,7.415078513617567,-4.2207376901935625,-0.03422921207897364,4.890706433132992
QUT-G,30.0,36.0,0.01719426335210481,8.129198397971098,-2.2058427796098634,0.010625330694581284,4.921087089222819
QUT-G,14.0,20.0,-0.005880597178633325,8.28217127099309,-1.8345449283807653,0.03579394017300354,4.988028569110926
QUT-pro,62.0,68.0,-0.004739253307620095,7.870978884349431,-3.240292704524734,-0.018288318979360955,4.991011854468666
DU-J,54.0,60.0,-0.37519524705720764,7.373407993392103,0.6847157184616002,0.3315249796872693,5.099801848579707
QUT-pro,30.0,36.0,0.013014674199011539,8.13851042231187,-3.4360049817122533,0.0042554479782070135,5.11862661001475
QUT-pro,26.0,32.0,-0.02053227734276379,8.117564130189132,-3.352396798347936,-0.02752887376891179,5.162706139532284
QUT-pro,34.0,40.0,0.052117635942611616,7.797642669973472,-5.466846868464103,-0.006102189357633699,5.1746130933711285
QUT-pro,10.0,16.0,-0.008850697611658529,8.32290140112691,-3.113413399719416,-0.020411278731928797,5.206164105744684
QUT-pro,18.0,24.0,-0.02164398296378696,7.957410343215249,-4.204255052775558,-0.023673781705680703,5.212631395451533
QUT-pro,14.0,20.0,-0.02499672749628632,7.825093965607747,-4.799576667935293,-0.01761702899987805,5.242476937986741
QUT-G,10.0,16.0,-0.006930315848401573,8.802084513498016,-2.1957751836586894,0.021185033363519026,5.304269165994615
DU-K,62.0,68.0,-0.28479498043649715,6.742604071043629,6.0314735427900175,0.010098222133042326,5.405613027813311
QUT-G,26.0,32.0,-0.01605594334659548,9.210460494805771,-1.4924660505595106,0.010257669898621598,5.421212041680003
