model_name,group,episode,song_id,stimulus_id,mix_id,z_RMS,z_CF,z_SW,mean,median,sd,hdi_3,hdi_97,probability_above_zero,probability_below_zero
primary_feature,group_02,EDR-1,pouring_room,pouring_room_mcg_pro1,mix_132e75f34470,1.177821012274786,0.1366958746221527,-0.3534041622732912,75.44098634612082,75.39828883754345,5.210958355528157,65.67688769228639,85.1574046323447,1.0,0.0
primary_feature,group_02,EDR-1,pouring_room,pouring_room_mcg_r,mix_0ba76f420c1d,0.2249858589620197,-0.521538265731174,0.8057256670690561,76.81283480912681,76.79894290272169,5.347785351639903,66.51333273631862,86.47163952124691,1.0,0.0
primary_feature,group_02,EDR-1,pouring_room,pouring_room_mcg_t,mix_be2ccd4c43ff,-0.0814371595061495,1.1238301932737935,1.926895983278192,38.18164487372594,38.13567658701743,5.383213698210351,28.041253159190774,48.44326409820375,1.0,0.0
primary_feature,group_02,EDR-1,pouring_room,pouring_room_mcg_v,mix_e08faaf8bbb3,0.2009523983216312,1.112208706920678,-0.2814967551013548,60.31664805550648,60.36892175210316,5.27396273542589,50.73782391513521,70.52709129407972,1.0,0.0
primary_feature,group_02,EDR-1,pouring_room,pouring_room_mcg_x,mix_cbf8555ee2b2,0.4494273963527286,0.780552768870155,0.8086566197405122,59.17186625761929,59.16915024264167,5.229579991076801,49.272509646449805,68.97093184346798,1.0,0.0
primary_feature,group_02,EDR-2,in_the_meantime,in_the_meantime_du_h,mix_302f0efe8a80,0.6887214233465396,0.2719152524959843,-0.8693704120952901,76.75226548050823,76.7343485774556,5.3734925938538955,66.63686627723274,86.94783647874291,1.0,0.0
primary_feature,group_02,EDR-2,in_the_meantime,in_the_meantime_du_i,mix_9baa86357fd4,-1.8990066727669184,1.9187185345499165,0.5415536857115313,60.82125115057186,60.70901147275448,5.531184583593519,50.58638084812122,71.56922000596809,1.0,0.0
primary_feature,group_02,EDR-2,in_the_meantime,in_the_meantime_du_k,mix_56e65a3ce054,-1.1193186569455127,1.7918041562064675,0.9713104079970216,29.955356469167157,29.99068102600038,5.416503761617424,20.13291085008005,40.185242409684435,1.0,0.0
primary_feature,group_02,EDR-2,in_the_meantime,in_the_meantime_qut_b,mix_c7bdcba64775,-0.6698107538710293,-0.1978340618743536,-1.5468197375217057,53.34415349682752,53.54909110300794,5.378180399061626,43.75616050251854,63.92413362193771,1.0,0.0
primary_feature,group_02,EDR-2,in_the_meantime,in_the_meantime_qut_pro,mix_cdaef40f2b94,-0.6756280657690176,-1.4346341192827423,1.8511013279434223,63.712087872273635,63.66880158717865,5.37306697370681,53.716546009114516,73.91205570979054,1.0,0.0
primary_feature,group_02,EDR-2,pouring_room,pouring_room_mcg_pro1,mix_132e75f34470,1.177821012274786,0.1366958746221527,-0.3534041622732912,77.60379034998653,77.59597776697962,5.233397287011688,67.32477901324859,86.81487030448179,1.0,0.0
