artist,song,mix_i_original_name,mix_j_original_name,mix_i_id,mix_j_id,combined_euclidean_distance,scalar_only_distance,bark_only_distance,rms_excluded_distance,combined_manhattan_distance,near_duplicate_flag
Fredy V,In The Meantime,QUT-A,McG-B,mix_13f0eed08780,mix_5383540067d5,2.01712624747,1.80467863853,0.901073420909,2.29797819055,4.59597450889,0
Fredy V,In The Meantime,QUT-A,PXL-S5,mix_13f0eed08780,mix_54ac02ce9456,1.72713523461,1.54486477487,0.7722622262,1.99482770229,3.72183836123,0
Fredy V,In The Meantime,QUT-A,DU-L,mix_13f0eed08780,mix_561c0e17caee,2.38754560113,1.83976883773,1.52171765488,2.45817782644,5.98655316582,0
Fredy V,In The Meantime,QUT-A,DU-K,mix_13f0eed08780,mix_56e65a3ce054,3.35601357334,2.94185167985,1.61503430248,3.78339582685,7.9530479057,0
Fredy V,In The Meantime,QUT-A,PXL-S4,mix_13f0eed08780,mix_67624d91340a,2.4138844625,2.11319939785,1.16671611938,2.67953230352,5.32447292513,0
Fredy V,In The Meantime,QUT-A,McG-pro2,mix_13f0eed08780,mix_690c5c454a9f,2.19365325632,1.74303693553,1.33189220673,2.2978048052,4.91663786889,0
Fredy V,In The Meantime,QUT-A,DU-M,mix_13f0eed08780,mix_6cfa655049d5,1.67889031212,1.30363869283,1.05792194356,1.88200401434,4.02568787591,0
Fredy V,In The Meantime,QUT-A,McG-E,mix_13f0eed08780,mix_7a5719f17171,1.92339111354,1.66110851283,0.969614296635,2.19479893612,4.31923744401,0
Fredy V,In The Meantime,QUT-A,PXL-S3,mix_13f0eed08780,mix_8137541fd01f,2.17641513829,2.09011728379,0.606788755823,2.56162736548,3.86817408838,0
Fredy V,In The Meantime,QUT-A,QUT-J,mix_13f0eed08780,mix_8187ac605f62,2.12141602192,1.85017631434,1.03790825409,2.0091681457,5.37026341305,0
Fredy V,In The Meantime,QUT-A,QUT-C,mix_13f0eed08780,mix_82d5489162f9,2.34230971059,2.13275338193,0.968389277183,2.72560651908,4.48903834739,0
Fredy V,In The Meantime,QUT-A,McG-A,mix_13f0eed08780,mix_8ffed8205048,1.54944121723,1.46690930215,0.498944069912,1.69410546907,3.19905228599,0
Fredy V,In The Meantime,QUT-A,McG-H,mix_13f0eed08780,mix_96c30e75e4a7,2.4043007456,2.06067915206,1.23865390951,2.66579757313,5.14278992506,0
